action,cold,warm,create,rent,queue
matmul,20,5691,20,0,5691
linpack,2,0,2,0,0
markdown2html,4,284,4,0,284
k-means,11,1424,11,0,1424
couchdb_test,26,451,26,0,451
video,19,49,19,0,49
network,23,7,23,0,7
disk,1,0,1,0,0
image,1,0,1,0,0
map_reduce,2,0,2,0,0
float_operation,11,11,11,0,11
