action,openwhisk,pagurus,pagurus/openwhisk
1,0.7162415981292725,0.8479702472686768,1.183916501755081
2,1.0082592964172363,0.677173376083374,0.6716262160831564
3,1.383003234863281,1.639930248260498,1.1857747016930267
4,0.9233243465423584,0.9672462940216064,1.0475693591788475
5,2.1175925731658936,1.960577726364136,0.9258521923473628
6,1.2540643215179443,0.7899010181427002,0.6298728100218881
7,0.7704341411590576,,
8,0.9141783714294434,0.8940670490264893,0.978000658261574
9,,,
10,0.7357017993927002,0.7364504337310791,1.001017578506668
11,,1.136115789413452,
12,,,
13,,,
14,0.9476475715637208,,
15,0.21639609336853027,,
16,0.9932544231414796,,
17,0.9587602615356444,1.0297977924346924,1.0740931114367083
18,3.550217866897583,3.200862169265747,0.9015959834777334
19,1.4646520614624023,,
20,0.7627418041229248,0.9240319728851318,1.211461031623505
21,2.55241322517395,2.53638219833374,0.9937192666602337
22,1.52203106880188,1.5675947666168213,1.0299361154636668
23,,,
24,1.141214370727539,,
25,2.412320137023926,2.3594613075256348,0.9780879707104286
26,,,
27,,,
28,1.1328983306884766,1.1131787300109863,0.9825936713442711
29,3.6484465599060063,3.0975818634033203,0.8490139056560889
30,2.4922001361846924,2.519542694091797,1.0109712528741626
31,3.182790279388428,,
32,,,
33,,,
34,,2.3891847133636475,
35,,,
36,,,
37,,0.9434640407562256,
38,,,
39,,,
40,,,
41,,,
42,,,
43,5.08194923400879,4.886495590209961,0.9615396307993715
44,,,
45,,1.3846917152404783,
46,,,
47,,,
48,,,
49,3.3404450416564937,3.5385580062866206,1.0593073564029913
50,1.7973942756652832,,
51,4.113128185272217,,
52,,,
53,,,
54,1.0850403308868408,,
55,2.3719422817230225,2.970653295516968,1.252413820693407
56,0.6818897724151611,,
57,4.5911383628845215,4.611021995544434,1.0043308720165471
58,,,
59,,,
60,,,
61,,,
62,,,
63,,,
64,,,
65,,,
66,1.1138112545013428,1.1854677200317385,1.0643344778936326
67,,,
68,3.3013262748718266,3.5874330997467037,1.0866642073679873
69,,,
70,,,
71,,,
72,,,
73,,,
74,,,
75,,,
76,,,
77,,,
78,,,
79,3.320937395095825,3.097355604171753,0.9326750961176669
80,2.168415307998657,2.215075969696045,1.0215183233236136
81,0.7438750267028809,,
82,,,
83,,,
84,,,
85,,,
86,,,
87,,,
88,2.425766468048096,2.088677167892456,0.8610380246426275
89,,,
90,,,
91,1.1718099117279053,1.0324130058288574,0.8810413664333163
92,,,
93,,0.9863479137420654,
94,,,
95,,,
96,,,
97,,,
98,,,
99,,,
100,,,
101,,,
102,,,
103,,,
104,,,
105,,,
106,,,
107,,,
108,,,
109,,,
110,,,
111,,,
112,,,
113,,,
114,,,
115,,,
116,,,
117,,,
118,,,
119,,,
120,,,
121,,,
122,,,
123,,,
124,,,
125,,,
126,,,
127,,,
128,1.0847933292388916,,
129,1.9187407493591309,,
130,,,
131,1.0913901329040527,,
132,3.1417126655578613,,
133,1.1105172634124756,1.180778741836548,1.0632691455945207
134,0.6905150413513184,0.8756368160247803,1.268092313110492
135,1.891828775405884,,
136,,,
137,0.8223710060119629,,
138,,,
139,1.7178943157196045,,
140,1.4006462097167969,1.4126317501068115,1.0085571504830175
141,1.3329856395721436,1.340881109237671,1.0059231468300451
142,2.0283753871917725,2.0680272579193115,1.0195485860151536
143,,,
144,,,
145,,,
146,2.286741018295288,,
147,,,
148,,,
149,,1.8425073623657224,
150,,,
151,1.4712917804718018,,
152,1.7436559200286863,1.492473840713501,0.8559451572813442
153,1.24068284034729,1.1950128078460691,0.963189599294823
154,2.48433256149292,2.445943593978882,0.9845475730145529
155,,,
156,1.935197591781616,1.6741061210632324,0.865082784400319
157,1.064079523086548,1.0326323509216309,0.9704465958768765
158,0.7387771606445312,0.7693789005279541,1.0414221520556008
159,,,
160,1.735934495925903,2.172107696533203,1.2512613244514486
161,3.914219617843628,3.9237756729125977,1.0024413691621714
162,0.8049798011779785,0.7680988311767578,0.9541839808312577
163,1.4350345134735107,1.495802640914917,1.0423461086620953
164,1.4492552280426023,1.1392760276794434,0.7861113802695582
165,1.7989580631256104,1.7328875064849854,0.9632728755634079
166,4.252126932144165,4.337981462478639,1.0201909613011437
167,0.7650256156921387,0.7946622371673584,1.0387393844955202
168,1.1484792232513428,0.7619805335998535,0.6634691496139459
169,4.843563795089722,4.695091962814331,0.969346572367663
170,4.9289193153381365,4.883572578430176,0.9907998621996412
171,4.421421527862549,4.145966053009033,0.9376997933543153
172,4.343628883361816,4.407515048980713,1.0147080165765567
173,2.0912401676177983,1.7847025394439695,0.8534182572999178
174,1.6595821380615234,,
175,0.6902933120727539,,
176,1.3950529098510742,1.4302761554718018,1.0252486808005639
177,2.5666811466217045,2.571106195449829,1.0017240352717551
178,1.4269862174987793,1.8399395942687988,1.2893884830183182
179,1.8689043521881104,1.8081529140472408,0.9674935541405627
180,0.9007992744445802,0.8820698261260986,0.9792079669135726
181,0.7028684616088867,0.700451135635376,0.9965607704633987
182,0.7794823646545409,0.7191388607025146,0.9225851581917829
183,1.48313307762146,,
184,1.2935752868652344,,
185,1.5309743881225586,1.304502010345459,0.852073046071774
186,1.3367252349853516,1.3091917037963867,0.9794022507630249
187,1.561900615692139,1.4961624145507812,0.957911405834086
188,1.040797233581543,1.438607931137085,1.3822172895162437
189,2.215010166168213,2.210620641708374,0.9980182824770361
190,3.0496642589569087,3.0894114971160884,1.0130333160584617
191,5.2175865173339835,5.449390649795532,1.044427463098397
192,3.4725961685180664,3.5755107402801514,1.02963620495095
193,2.1147840023040767,2.1412792205810547,1.012528569465303
194,2.2298715114593506,2.704985857009888,1.2130680369289963
195,1.328505277633667,1.405195951461792,1.0577270373849974
196,1.9793803691864011,1.8235621452331543,0.9212792920557791
197,0.8118247985839844,0.7812564373016357,0.9623461104715363
198,1.3794772624969482,,
199,1.9113335609436035,1.8279833793640137,0.9563916088312493
200,4.032653331756592,3.763273954391478,0.9332004625233248
201,0.8559322357177734,0.8527271747589111,0.9962554734766187
202,5.186843633651733,5.215693712234497,1.0055621647037105
203,0.8049864768981934,0.8167126178741455,1.0145668794600573
204,1.2954251766204834,1.3445580005645752,1.0379279520197917
205,4.765048027038574,4.696405410766602,0.9855945594079073
206,2.55037784576416,2.5027592182159424,0.9813287950147049
207,0.8379070758819579,0.8735985755920409,1.0425960118220927
208,0.9986004829406738,,
