action,cold,warm,create,rent,queue
matmul,24,0,24,0,0
video,2,358,2,0,358
map_reduce,1,0,1,0,0
linpack,264,1872,264,0,1872
image,22,29,22,0,29
disk,3,0,3,0,0
k-means,62,151,62,0,151
float_operation,11,1951,11,0,1951
markdown2html,1,0,1,0,0
network,9,4,9,0,4
couchdb_test,1,0,1,0,0
