id,time,memory,cpu
000d7df95acd49af8f3509dc78fa3013,1609938247.8544357,0.11894452622220303,3.3
00270e94e7b84f1da0896ed6cbfc398b,1609938067.5989816,0.11856038060758695,8.2
0097163d49df45e9a74d95e87ba4450e,1609938368.0248802,0.11942989048354717,4.1
00a2d03918224019bada93f3bae48bf8,1609939078.2254467,0.12439912706612848,2.5
00a8370539254174a749bfdb42e4b579,1609937770.4771605,0.11714106014090515,9.9
01249b55e7ef4fb1a8d77484377e4714,1609938546.3321285,0.12092040518938828,3.9
0159aa0d7759447681767a218e695ed9,1609937999.5001369,0.11844389197175698,16.0
015ceaab6edc44b8ab9781aa4a3afe93,1609938596.402608,0.12107635014263944,3.9
015d5c60aae84dfaa7b3f1b47e69049e,1609938942.6041477,0.12439474471573081,13.9
01ab1de26d9844f596c9604935d48251,1609938785.3945882,0.12351648530281746,11.2
01c43f190cdc4f1aa6b41cb900d80fb0,1609938291.9156916,0.11911360306280498,6.7
01d4c3b31a3949f39008027d1437f1e1,1609939121.2868464,0.12417603661958714,1.8
01d8ad0cf73d4765b8c1b691341ae374,1609937887.3374443,0.11823388792103981,3.8
01df1bffe2004bac8dfa9fbf2cc4b6af,1609938695.5525215,0.12109055866278688,4.0
01eb82af8692499d99619775e6230d97,1609938717.5818672,0.12138652653497244,17.7
0218c35fd8114f249fe524aef68e666b,1609938828.453407,0.1227646316785371,3.8
024e34d03c1a4ff4b1962ae1a84b52e9,1609938968.6398063,0.12406126149792648,3.2
02751bb15f7a4ef9bcb44cfd720fecd2,1609938126.6835766,0.11883387566562253,4.7
028a7b9e7544416fab4427253ac3665b,1609938205.7931108,0.11886935905638564,1.3
02b0be29ebf449eb9c8b0ec0af3ab1b8,1609939062.2020667,0.12441389664843755,6.6
02f5ae9ed5d243fca1a51f581850ce7c,1609938409.082578,0.11906697424802014,4.8
0308cf1f11b9413e8822871582d750e3,1609939082.2309022,0.12441280485179869,2.7
0349b14ce1dd42a9800583078f5062c0,1609937962.446742,0.11838046161980739,4.5
03790f955a434697af1afb83a317a981,1609938651.4854438,0.1209933129427169,4.2
03b59cc07a524acc96457a52d6ae5596,1609937855.2917566,0.11811257718338819,4.0
03c665b8dc404684a511c14575804cc7,1609938564.3566735,0.12075439144491203,3.0
0436f1932d974c8b9b6d877c32ca8038,1609938762.6364405,0.12211972863333885,12.0
044ee879ce694cc4bb7b241d75d38f34,1609938810.427031,0.12284421152243656,6.6
0458e2b16c9347199b1b719cb76117a8,1609938257.8691044,0.11899999555699424,3.5
04c54467675a4ca3a03767d519821776,1609937755.9809575,0.11841147167711959,26.3
04cde3ea01d14e038e6574282778ef0d,1609939115.2780704,0.12430424690544269,2.7
05042231166d4e3990c0ac855e66150b,1609938143.709436,0.11882879577848338,2.6
05715b2d42504a318e1699974d007517,1609938688.5416317,0.12093288503152419,5.0
05b59a16cb774713bbf9d8807a0ea21f,1609938057.5849414,0.11850342521625952,1.5
05cd5678006a4d49a4363fa4b2b7618e,1609937828.252383,0.11834074751706869,4.8
05dd4661a36e4ea1813468a0c5799687,1609938006.5095856,0.11849487280925508,2.7
06289f64e9a34174b1f5e72cb0d6cec4,1609938484.242296,0.12075043368209615,6.8
06467992807543c7a2ff8c1cddb1e08f,1609938718.5831187,0.12149552423275242,17.8
06513df59fd340f69d8262ae9bca1cef,1609938513.28241,0.12078217160383425,9.0
06693011409549e1a59eb9689580adcd,1609938082.6209745,0.11860192953523263,16.7
066fe1a02ced4ddca87d381232c6d286,1609938780.3879163,0.1234004970737803,10.3
067e02f2ae084dc3b59c76929aaf46b0,1609938180.76112,0.11904576003277331,3.1
069362eb2fc94e4f969e1f9ab9a54a98,1609938256.8678327,0.11899766032529444,1.3
06c1ce3b7b0243d19c6272d6304b87c9,1609937930.400643,0.11846283161067284,14.9
06d002e947a044e29ac46cf0dc044feb,1609938630.453289,0.12101043292056798,3.0
06fc1e31c2354f1e8a9dd7155c0ac708,1609938710.5735242,0.12084323639639964,7.2
07199ea1f8164a07a9bd1f882f315773,1609938436.1812196,0.12029542743284931,23.1
0748f92dd68c4d34b0cfdde39b7fdf89,1609938372.0310142,0.1193208927857672,4.9
0751a8822c944628bcec154e5a75a57c,1609938524.2984412,0.12073208543302634,3.9
078a2cd8d50c4083865ef91f4562ab1f,1609937805.2206004,0.11806340084311266,10.5
07c6f7ec8605404eb0e6c86fc3f12739,1609939069.2119741,0.124326598408855,4.2
07d5fd1d0c7441a885c9b0bdd22d2ac3,1609938574.370089,0.12095746561974084,7.6
080fc9be8ef8478eba6e589ba8fe4b66,1609939059.1978498,0.12440229630914962,18.7
08bc0e23d6a349c491a9ce9036ab26f6,1609939083.232568,0.12443133506697497,4.5
09bfdaaf1eb04a21a10e1b343fd37e41,1609938426.1027277,0.11948208442842179,5.7
09e9bdeb6b30410396f279eb7f78ad45,1609938142.7078326,0.11882517162019604,4.3
0a02d9fc5c164164b719d7274e259ab6,1609938204.7919729,0.11886112509006753,1.5
0a19d880422d4a8d874910cf349f26ac,1609938534.3135002,0.12066261987187857,4.1
0a4b7a7087a140eabd219172d8245ae8,1609937751.3251517,0.11804638701215701,31.4
0a4bf0565ac9460c93801e63f527661a,1609938800.412821,0.12300726831768255,17.8
0a756dca314540c8bbd9bc7fab8a89cc,1609939017.1386387,0.12422721458703391,5.2
0a80031fb51a4708a8ee3afee46b31f3,1609938988.7165143,0.12420219424739326,7.1
0ab4ce35ae0e4cb0ac04cac6669e63cc,1609938105.6537967,0.11890708669579529,5.4
0ad83c2ecb404b27852d95c2f2a5c94b,1609938456.2075014,0.12065012486590046,9.5
0ae3295e8dd74c85a51f3c4c5d5098cc,1609938059.587952,0.11850865674182075,2.9
0b0edcc73cf243dca6922f31c8416635,1609938019.528444,0.11841206306696564,2.9
0b79f9cdbd4f4e96a336b1d245420d4d,1609938489.2491567,0.1207851133892223,6.5
0ba549a02424497494e1eb47b244f836,1609937919.3839478,0.11823919526581207,4.6
0beeb925c1d14373b2520f45af33a72c,1609938168.7439883,0.11906339558125942,11.0
0bffaa9256064560b149d5ee7a71bb02,1609937733.6992726,0.11382609259615245,15.8
0c049e70b0464d5e98e8efd2d69399ad,1609938419.0939744,0.11944000476629889,6.8
0c060575a4154588b2418ba11720ea6d,1609937734.7004876,0.11389082703853179,14.5
0c186ef1402c482ca58fc5643de429ac,1609937994.4931939,0.11827798437417618,2.8
0c2df1ad17de4d31b83221b81581bd8e,1609937789.1981547,0.11785336646471108,6.5
0c7a8d63b878484689864a538e92f19d,1609938552.3395886,0.12096433484026037,5.8
0c83f61d9f92459bb1c9b3e37af19d32,1609938316.9552286,0.11870202605763742,1.1
0cb467845a9a486cb990dc4c315455aa,1609937937.4106727,0.1183661469527645,1.5
0d23187072704c5295767b47f68f0225,1609938194.7779653,0.11879720949516734,1.3
0d50129597ca40978592b9b111a7f106,1609937817.2371294,0.11841979662649092,9.8
0d5c5afb6c78488699fcb8c1f7477373,1609938894.5451446,0.12396195349531643,10.5
0d84cf1774f14c80889f98e94c39d4fc,1609938897.5490782,0.1239731444108648,7.2
0dbea66f9bf04ef9b1daffef53e73eec,1609937895.3493273,0.11827008401238662,3.7
0e45271571db4e6d94d7b9ad82bc5647,1609938781.3891253,0.12345569345941179,12.4
0e51455d30c949908a8ee209c4b12d74,1609938267.8846943,0.11891895998424294,2.6
0e624dd6c9144bc2bcee8362f461fdc1,1609938448.1966848,0.12055206029835132,9.8
0ed06d60c7e546ea98eda90a0ea970fc,1609938556.3447688,0.1208459658879968,4.3
0efc4837c26045f5b461af9abfb88372,1609939045.180732,0.12392026809309088,6.9
0efdfcc27ead4a088675309c1c7bff5b,1609938932.5942137,0.12313634294254389,11.5
0f02fd2965394fc4a027e6e28c3df2ec,1609938210.8001187,0.11874292294006823,1.4
0f68ad0609ff43b1bda97ae715b6bda4,1609938549.336071,0.12093464403722014,4.2
0f83b5c9c19a40368f96d311557d3009,1609939054.1917531,0.12420850240575115,18.2
0fd4fdd3d5c04bb8b92d4e2709ae2ad3,1609938181.762032,0.11907217544589695,3.2
10540dfe60604122be3c7e953e5d76d9,1609937916.3801315,0.11823370595493334,3.7
1090244a57904270ab26c1d743e6972a,1609939011.129078,0.1243099030185857,15.2
10c16263ed74436b846ec89ebeed1298,1609938073.6074448,0.11862491792001761,7.7
10e64c24e6e142ecb16f71d72a2a9554,1609938294.9207761,0.11907246355889888,3.7
10ef9f2803a54385a31fa509644bf8a3,1609938915.5740478,0.12386018895026892,2.7
110160d2db35420fb28f829fe7e1124d,1609939086.2362895,0.12444531612948932,2.8
11e010d9eddf48dba191cd6f54282433,1609937974.4642847,0.11830700796815932,2.7
1202de16f0e647faa735c60b230023ef,1609938920.5810406,0.12357263701050795,8.7
121acbae8f974d6382d4b0095cbbd2a7,1609939116.2793014,0.12430702188856647,2.3
12214f18c7074baa81ff421387b85167,1609938589.3914843,0.12098697445667461,10.2
12404f95d93c41ecb4d224dc10a814e5,1609938935.5965269,0.12342148383139402,12.5
12672e6fb68b496ca4bb44beaaacd8ce,1609937771.5971313,0.11702583010397831,9.6
1276848ae5a146c395f50f5bf014d924,1609938795.4074907,0.12303783862357076,11.0
12d16e9fae2142b29847cd50b87215cf,1609938804.4188788,0.12309412680584111,6.6
131bbb80a087466a8e27b9377de47ea8,1609938749.6227965,0.12140478380098901,12.1
