action,cold,warm,create,rent,queue
disk,64,45771,64,0,45771
couchdb_test,44,1993,44,0,1993
float_operation,177,347,177,0,347
linpack,11,15,11,0,15
network,1,0,1,0,0
matmul,2,192,2,0,192
markdown2html,12,2,12,0,2
k-means,3,0,3,0,0
map_reduce,11,95,11,0,95
video,1,0,1,0,0
image,1,0,1,0,0
