action,cold,warm,create,rent,queue
disk,128,4425,128,0,4425
k-means,1,0,1,0,0
matmul,4,0,4,0,0
float_operation,3,357,3,0,357
video,26,1270,26,0,1270
map_reduce,4,283,4,0,283
network,2,94,2,0,94
linpack,24,0,24,0,0
couchdb_test,9,0,9,0,0
image,1,0,1,0,0
markdown2html,1,0,1,0,0
