action,cold,warm,create,rent,queue
map_reduce,23,14377,23,0,14377
video,11,1429,11,0,1429
disk,8,311,8,0,311
network,5,283,5,0,283
couchdb_test,33,59,33,0,59
float_operation,2,0,2,0,0
linpack,8,4,8,0,4
markdown2html,1,0,1,0,0
k-means,1,0,1,0,0
image,17,24,17,0,24
matmul,4,0,4,0,0
