action,cold,warm,create,rent,queue
linpack,1,288,1,0,288
k-means,1,0,1,0,0
network,1,143,1,0,143
matmul,95,2692,95,0,2692
markdown2html,19,12,19,0,12
image,1,0,1,0,0
float_operation,13,0,13,0,0
disk,29,1141,29,0,1141
video,11,589,11,0,589
couchdb_test,2,1,2,0,1
map_reduce,1,0,1,0,0
