action,openwhisk,pagurus,pagurus/openwhisk
1,0.717085599899292,0.7303853034973145,1.0185468842212007
2,0.2331907749176025,0.1403043270111083,0.6016718588489812
3,2.2142431735992427,1.5992558002471924,0.72225843092365
4,0.8461167812347412,0.8846399784088135,1.0455294092121128
5,0.7778275012969971,,
6,0.9094269275665284,0.9726226329803468,1.0694895911900468
7,2.3853602409362797,2.3652539253234868,0.9915709521489714
8,0.2017045021057129,0.18081068992614746,0.8964137539745393
9,4.53151798248291,4.888696193695068,1.078820874725174
10,1.4233171939849854,0.9008021354675292,0.632889238796782
11,1.0274319648742676,,
12,1.2427964210510254,1.222430944442749,0.9836131837336212
13,1.1669158935546875,,
14,4.375194549560547,4.3551814556121835,0.9954257819345717
15,3.5167918205261226,3.343592882156372,0.9507508697674805
16,,0.9369502067565918,
17,0.9686286449432372,,
18,1.4349606037139893,0.9412057399749756,0.6559105089985962
19,,1.0191090106964111,
20,,1.2903773784637451,
21,1.7693099975585938,1.8664472103118896,1.0549011834485376
22,1.8136582374572756,1.8210813999176023,1.0040929224189084
23,,,
24,2.9418764114379883,3.054124116897583,1.0381551397003548
25,,,
26,0.7248122692108154,0.8087286949157715,1.1157767731999422
27,,,
28,1.0830757617950442,0.5345239639282227,0.4935240754001596
29,2.36836051940918,2.302389621734619,0.9721449090482988
30,3.137915849685669,3.0923528671264653,0.9854798583703996
31,1.681220054626465,,
32,1.4505987167358398,,
33,,,
34,,,
35,,,
36,,,
37,,1.2951860427856443,
38,,,
39,,,
40,,,
41,,,
42,,,
43,,,
44,,,
45,1.4774703979492188,,
46,,,
47,,,
48,,,
49,,,
50,,,
51,,,
52,,,
53,1.1689798831939695,,
54,2.7815935611724854,2.0576846599578857,0.7397502959025183
55,,,
56,4.3960087299346915,4.43980860710144,1.0099635555472155
57,4.115325212478639,,
58,,,
59,1.1493184566497805,1.0309350490570068,0.8969968620030198
60,,,
61,,,
62,,,
63,,,
64,,,
65,,,
66,0.8064312934875488,0.7793166637420654,0.9663770119482571
67,,,
68,2.2615842819213867,2.410732746124268,1.0659486650111347
69,1.404883623123169,1.248875617980957,0.8889530758459597
70,,,
71,,1.1609735488891602,
72,,,
73,2.779807806015014,2.186564683914185,0.7865884393816164
74,,,
75,,,
76,,,
77,,,
78,,,
79,2.218559980392456,2.343580722808838,1.0563522030151586
80,1.1024363040924072,1.2158637046813965,1.102887940253718
81,4.8678534030914316,4.857847213745117,0.9979444349453992
82,,,
83,0.6834778785705566,,
84,,,
85,,,
86,,,
87,,,
88,0.9877865314483644,1.1757371425628662,1.1902745230175542
89,0.856334924697876,,
90,,,
91,1.4300909042358398,,
92,1.2431371212005615,0.9610188007354736,0.7730593708016444
93,,,
94,,,
95,,,
96,,,
97,,,
98,,,
99,,,
100,,,
101,,,
102,,,
103,,,
104,,,
105,,,
106,,,
107,,,
108,,,
109,,,
110,,,
111,,,
112,,,
113,,,
114,,,
115,,,
116,,,
117,,,
118,,,
119,,,
120,,,
121,,,
122,,,
123,,,
124,,,
125,,,
126,,,
127,,,
128,0.815143346786499,,
129,1.7644612789154055,2.1605787277221684,1.2244976716350793
130,1.2255089282989502,1.2591240406036377,1.0274295123670347
131,0.6633100509643555,,
132,,,
133,,,
134,0.9110605716705322,,
135,0.8921353816986084,1.0084395408630369,1.1303660425876032
136,,,
137,1.9477384090423584,2.6782052516937256,1.375033340853259
138,4.462471961975098,4.164167404174806,0.9331526202646969
139,,,
140,0.8972949981689453,,
141,1.3851039409637451,,
142,2.9998512268066406,2.9015290737152104,0.9672243235888418
143,0.8839807510375977,0.9380712509155272,1.0611896806739731
144,,,
145,,,
146,,,
147,4.9246251583099365,,
148,,,
149,,,
150,,,
151,1.5525505542755127,1.5652172565460205,1.008158640783468
152,4.24135160446167,4.2319421768188485,0.9977815025679732
153,1.862955093383789,1.3359413146972656,0.7171087051114694
154,1.6314992904663086,,
155,1.8569414615631104,1.8840208053588867,1.0145827665310365
156,0.7136025428771973,0.7022464275360107,0.984086217945077
157,1.42615008354187,2.01062273979187,1.4098254896135838
158,1.5837864875793457,1.7618629932403564,1.1124371921705067
159,0.918264865875244,,
160,1.0542099475860596,,
161,4.013039350509644,4.964600563049316,1.237117339110773
162,2.5933544635772705,2.2608861923217773,0.8717999116877811
163,4.510506868362427,4.482180118560791,0.9937198300261274
164,2.566206455230713,2.9665219783782963,1.1559950573468545
165,3.853926181793213,3.606704950332641,0.9358521103417863
166,4.974785327911377,5.00726866722107,1.0065295961872853
167,1.216172695159912,1.200366735458374,0.9870035236242006
168,1.9448206424713133,1.98103666305542,1.018621779198151
169,1.5387415885925293,1.1829099655151367,0.7687515397547239
170,0.8783988952636719,0.8673577308654785,0.9874303525906882
171,1.5624957084655762,1.6868143081665041,1.0795641223379826
172,1.406360387802124,1.385366678237915,0.9850723116590206
173,1.1733920574188232,1.193725824356079,1.017329047702935
174,2.2964768409729004,2.2983839511871342,1.0008304504448762
175,1.224618673324585,,
176,1.8040318489074707,1.9490041732788088,1.080360180148224
177,0.9902536869049072,0.9509727954864502,0.9603324966744313
178,4.871665239334106,,
179,1.6408779621124268,1.651141881942749,1.0062551390580619
180,3.3683764934539795,3.439252614974976,1.0210416269258307
181,0.8293426036834717,1.215085744857788,1.4651191672308441
182,2.4204576015472408,,
183,1.1569716930389404,,
184,1.2195231914520264,1.5833275318145752,1.2983168691768665
185,2.35048770904541,,
186,1.4051282405853271,1.4848077297210691,1.0567062043408582
187,2.706937074661255,,
188,3.5368268489837646,3.4978151321411133,0.9889698539090596
189,3.5722777843475337,3.3229782581329346,0.9302127266510622
190,2.741069078445435,2.758406162261963,1.006324935023659
191,2.301353454589844,2.222848415374756,0.9658874480760368
192,2.920738697052002,2.2562334537506104,0.7724872670149854
193,1.1233766078948977,1.168165922164917,1.0398702571828964
194,2.0471546649932857,2.1327378749847408,1.041805932621967
195,1.0610456466674802,0.8938596248626709,0.8424327715495509
196,1.2574517726898191,1.28609299659729,1.0227771947437827
197,1.163001298904419,1.1611013412475586,0.9983663323001873
198,1.0978472232818604,2.0126600265502934,1.833278787674781
199,2.351674318313598,2.351325035095215,0.9998514746639603
200,1.5723552703857422,,
201,1.2600796222686768,0.7739036083221436,0.6141704021280731
202,3.3950703144073486,,
203,,,
204,4.501743078231812,,
205,2.577850341796875,2.201156616210937,0.8538729268032814
206,1.7484972476959229,,
207,3.7739531993865967,3.805020570755005,1.008232049982352
208,3.0917911529541016,3.128695249557495,1.0119361544094376
209,5.32888126373291,5.2706458568573,0.98907173870209
210,3.489957094192505,3.4629693031311035,0.9922670135096185
211,2.0684494972229004,1.9830968379974367,0.958735923047646
212,3.32053542137146,3.6787476539611816,1.1078778531571187
213,4.281744956970215,4.2527732849121085,0.9932336763751088
214,3.647948026657105,3.6407136917114262,0.9980168755440554
215,1.9898862838745115,2.0692138671875,1.0398653852513269
216,2.2479190826416016,2.1955368518829346,0.9766974571446269
217,1.839481830596924,1.6653702259063718,0.9053474724270303
218,2.674208402633667,2.7764708995819087,1.0382402870500032
219,1.305377721786499,,
220,1.00537371635437,1.0866250991821291,1.0808170946843414
221,2.6087212562561035,2.6685285568237305,1.0229259068688155
222,1.4777467250823977,1.5012071132659912,1.015875784250028
223,1.6052350997924805,1.1009540557861328,0.6858522193593078
224,2.4568188190460205,2.6282098293304443,1.0697613551946719
225,1.6782436370849612,1.992101669311524,1.1870157736880929
226,0.8435034751892091,1.0679652690887451,1.26610654312857
227,3.468370199203491,3.3831844329833984,0.9754392520614854
228,1.24436354637146,1.0741355419158936,0.8632007463156985
229,2.5511670112609863,,
230,1.2260682582855225,1.4647727012634275,1.194690989971226
231,3.182195663452149,3.229378700256348,1.0148271953689403
232,1.3571975231170654,1.3294308185577393,0.9795411470428014
233,0.8078830242156982,,
234,5.617298126220703,,
235,1.055415391921997,,
236,2.2615890502929688,,
237,2.5987915992736816,2.193837881088257,0.8441761477532086
238,1.2480945587158203,0.8069610595703125,0.6465544248511143
239,0.7627229690551758,0.8147792816162109,1.068250616112322
