action,cold,warm,create,rent,queue
map_reduce,15,6378,15,11,6367
disk,1,0,1,0,0
markdown2html,5,283,5,0,283
couchdb_test,21,51,21,0,51
k-means,12,1427,12,2,1425
float_operation,0,1,0,1,0
matmul,1,1,1,1,0
image,28,185,28,17,168
linpack,0,1,0,1,0
network,11,19,11,1,18
video,0,6,0,1,5
