action,cold,warm,create,rent,queue
map_reduce,29,4553,29,18,4535
disk,11,1427,11,0,1427
network,7,353,7,0,353
k-means,2,22,2,1,21
couchdb_test,1,0,1,0,0
linpack,1,0,1,0,0
matmul,2,158,2,13,145
markdown2html,18,52,18,0,52
float_operation,0,1,0,1,0
video,2,8,2,1,7
image,1,3,1,2,1
