action,cold,warm,create,rent,queue
map_reduce,4,306,4,0,306
network,25,0,25,0,0
k-means,3,285,3,0,285
matmul,26,2187,26,0,2187
image,11,1425,11,0,1425
markdown2html,3,1,3,0,1
float_operation,1,0,1,0,0
linpack,1,0,1,0,0
video,11,4,11,0,4
couchdb_test,1,1,1,0,1
disk,6,71,6,0,71
