action,cold,warm,create,rent,queue
map_reduce,29,12352,29,0,12352
float_operation,12,1423,12,0,1423
network,6,474,6,0,474
image,3,285,3,0,285
markdown2html,1,71,1,0,71
k-means,4,0,4,0,0
video,1,0,1,0,0
disk,1,0,1,0,0
linpack,11,0,11,0,0
matmul,26,12,26,0,12
couchdb_test,1,0,1,0,0
