action,cold,warm,create,rent,queue
map_reduce,40,671,40,0,671
matmul,11,3556,11,16,3540
linpack,1,23,1,2,21
markdown2html,2,286,2,1,285
k-means,7,280,7,0,280
video,0,76,0,1,75
image,1,0,1,0,0
float_operation,0,1,0,1,0
couchdb_test,2,0,2,0,0
network,1,12,1,2,10
disk,1,0,1,0,0
