action,cold,warm,create,rent,queue
image,39,4267,39,1,4266
matmul,1,0,1,0,0
network,5,283,5,1,282
float_operation,1,47,1,0,47
linpack,2,0,2,0,0
markdown2html,20,484,20,16,468
couchdb_test,2,0,2,0,0
disk,5,13,5,3,10
map_reduce,13,127,13,0,127
video,1,0,1,0,0
k-means,19,1638,19,0,1638
