id,time,exec,lender,renter
000220227d6e473faf11e36a9a74b78d,1609876851.7188084,0,0,0
001909ebc3b34a0285c194c44dbc5f4b,1609877839.6476085,0,0,1
001bbb39de2641618b070e5a536707aa,1609876578.6772041,0,3,1
001e70503c9c44d498f8131483e7ed24,1609877649.3636196,0,4,0
001e9e9ba7e54ef1a425a7339479c77b,1609876704.8027308,0,0,0
002315070c8e4bc6acbe55171dcf0eea,1609876766.842434,0,0,0
0037644bd675469fa6a2fb27deea109d,1609877249.4234788,0,0,0
00392f7af9774f3cbb697e32af14f418,1609877463.404998,0,9,0
0044302f0c0f4919a4de4187c6ae556f,1609877168.4612272,0,0,0
0046727053714439b2f3ae7e6bb2a979,1609877463.5218713,0,3,0
004d261c843e470cac610dc9716bd296,1609876721.9555068,0,2,0
004e0fef90f2491da036d46999b306c8,1609877215.3081174,0,1,0
00551905f11548809353304c4760ddef,1609876660.205497,0,0,0
00557670c8144894bc4a57689594bc8e,1609876521.5280294,0,2,0
00570aac171e4b71a5a933d0d3d3ce2a,1609877207.3028674,0,1,0
00587a3e5a6e46229cc404fe6fd7ba23,1609877745.0211258,0,0,0
005c29dd3e424d4b8eee4f2bd49228ae,1609877666.9568,0,0,0
005d1f6736c9436bab2335fecbee5a36,1609877327.5987983,0,0,0
00603847717c414499524cd5a20235df,1609877213.8676074,0,0,1
006943e7ac0a471b871e64dcbd209468,1609876749.2807481,0,0,0
006c3a7055b44c9c8466e94828ca5a0a,1609877675.4252293,0,0,0
006f8c50b0f5495c8a0b6b3a68618f9f,1609876629.7082858,0,3,1
00728313d07b46fabd0bc82fe079f96c,1609877000.348529,0,0,0
0072e9c5a53b40fcb958992b8e3aff3e,1609876846.261958,0,0,0
007bbf84dfb5400997a2c14ed4e2d1d1,1609876844.933572,0,11,0
007e57b7e7ab4e63a432eb66465fa810,1609877863.5797393,0,0,0
007f01b4e3304b2aa46bad857734eab2,1609877218.9620416,0,0,1
008128706734442fbe340da00089094d,1609876714.0536408,0,2,0
008205f36c914929af08ae0754b5fa51,1609877556.859611,0,0,0
0084a8255c2943b1b9e4263b73603f97,1609876626.169278,0,0,0
00890c452c7d42ffaf345ad70ede5052,1609877129.4890954,0,0,0
008ba250930042978ca7d9ca0684a4bc,1609876471.5115607,0,0,0
00939bb1957f46acb95bbc39c8bf6e6b,1609876818.8196652,1,3,0
