action,cold,warm,create,rent,queue
disk,26,4187,26,0,4187
markdown2html,1,0,1,0,0
k-means,24,0,24,0,0
video,12,1429,12,0,1429
couchdb_test,3,285,3,0,285
float_operation,26,17,26,0,17
map_reduce,48,518,48,0,518
image,2,2,2,0,2
linpack,1,0,1,0,0
network,11,39,11,0,39
matmul,1,0,1,0,0
