action,cold,warm,create,rent,queue
markdown2html,59,2962,59,0,2962
couchdb_test,1,47,1,0,47
disk,6,257,6,0,257
float_operation,2,142,2,0,142
image,31,1665,31,0,1665
video,7,280,7,0,280
k-means,19,1,19,0,1
matmul,1,0,1,0,0
map_reduce,1,0,1,0,0
linpack,1,2,1,0,2
network,1,0,1,0,0
