action,cold,warm,create,rent,queue
k-means,4,284,4,0,284
disk,7,1434,7,1,1433
network,1,23,1,20,3
float_operation,2,94,2,2,92
linpack,2,142,2,1,141
markdown2html,12,3410,12,0,3410
couchdb_test,3,10,3,0,10
video,1,1,1,1,0
map_reduce,1,0,1,0,0
matmul,2,1,2,1,0
image,0,1,0,1,0
