action,cold,warm,create,rent,queue
k-means,2,358,2,0,358
map_reduce,8,1432,8,0,1432
matmul,24,0,24,0,0
markdown2html,1,143,1,0,143
image,2,286,2,0,286
float_operation,37,9,37,0,9
network,93,2628,93,0,2628
video,1,0,1,0,0
disk,3,0,3,0,0
linpack,1,0,1,0,0
couchdb_test,10,2,10,0,2
