action,cold,warm,create,rent,queue
markdown2html,31,2990,31,0,2990
couchdb_test,2,46,2,0,46
disk,4,259,4,3,256
float_operation,4,140,4,1,139
image,11,1685,11,23,1662
video,4,283,4,1,282
k-means,16,4,16,0,4
matmul,0,1,0,1,0
map_reduce,1,0,1,0,0
linpack,1,2,1,0,2
network,0,1,0,1,0
