action,cold,warm,create,rent,queue
float_operation,1,290,1,4,286
map_reduce,2,478,2,0,478
network,3,22,3,10,12
k-means,16,1177,16,0,1177
linpack,0,1,0,1,0
markdown2html,31,37,31,0,37
matmul,3,0,3,0,0
image,0,1,0,1,0
video,26,2209,26,30,2179
couchdb_test,3,13,3,0,13
disk,0,1,0,1,0
