action,cold,warm,create,rent,queue
float_operation,39,4668,39,0,4668
network,24,0,24,0,0
markdown2html,2,286,2,0,286
linpack,3,284,3,0,284
image,1,71,1,0,71
matmul,1,0,1,0,0
video,98,1064,98,0,1064
map_reduce,1,0,1,0,0
couchdb_test,1,0,1,0,0
k-means,14,9,14,0,9
disk,2,0,2,0,0
