action,cold,warm,create,rent,queue
video,3,278,3,3,275
float_operation,3,279,3,4,275
couchdb_test,15,13,15,0,13
disk,2,92,2,2,90
markdown2html,38,829,38,0,829
k-means,49,3603,49,0,3603
image,2,16,2,11,5
matmul,1,0,1,0,0
linpack,1,1,1,0,1
map_reduce,1,0,1,0,0
network,0,2,0,2,0
