action,cold,warm,create,rent,queue
network,4,1148,4,0,1148
disk,1,95,1,1,94
linpack,1,287,1,1,286
map_reduce,6,280,6,0,280
image,2,46,2,0,46
float_operation,16,3576,16,16,3560
matmul,6,0,6,0,0
markdown2html,1,0,1,0,0
video,0,22,0,8,14
k-means,1,0,1,0,0
couchdb_test,1,0,1,0,0
