action,cold,warm,create,rent,queue
video,11,1429,11,0,1429
matmul,9,470,9,1,469
k-means,1,1,1,1,0
disk,1,3,1,3,0
linpack,2,286,2,1,285
map_reduce,21,5534,21,0,5534
float_operation,1,23,1,0,23
markdown2html,0,66,0,23,43
network,0,1,0,1,0
image,14,8,14,0,8
couchdb_test,0,1,0,1,0
