action,cold,warm,create,rent,queue
map_reduce,25,2855,25,0,2855
couchdb_test,1,95,1,0,95
k-means,3,285,3,0,285
video,14,1426,14,0,1426
network,5,475,5,0,475
float_operation,1,0,1,0,0
disk,25,9,25,0,9
matmul,11,9,11,0,9
markdown2html,5,1,5,0,1
linpack,1,0,1,0,0
image,1,0,1,0,0
