action,openwhisk,pagurus,pagurus/openwhisk
192,1.9305386543273928,1.3794708251953125,0.7145522945646098
193,1.1738178730010986,,
194,1.4476983547210691,1.423837184906006,0.9835178580280556
195,5.5882182121276855,5.515060186386108,0.9869085237969398
196,2.7509803771972656,3.021934986114501,1.0984938355661
197,2.6462018489837646,,
198,4.403802156448363,4.782684803009033,1.0860353469798554
199,2.407329559326172,,
200,2.866735219955445,3.0271346569061284,1.0559519539279867
201,5.547348976135254,5.450361728668213,0.9825164690585934
202,1.4633610248565674,1.3463423252105713,0.9200342925236336
203,5.38431191444397,,
204,2.6030659675598145,2.240353584289551,0.86065955001122
205,0.8148784637451172,0.9408128261566162,1.1545437362925444
206,0.6765913963317871,,
207,1.7665629386901855,1.5076436996459959,0.8534333346559592
208,0.7768495082855225,0.98595929145813,1.269176695025662
209,3.696967840194703,3.70444917678833,1.0020236412425034
210,2.431106805801392,2.478895425796509,1.019657145412566
211,3.388871908187866,3.11735463142395,0.9198797463817083
212,0.7687137126922607,0.7512679100036621,0.9773052016627902
213,2.0687859058380127,2.689030170440674,1.2998107551160138
214,0.952341079711914,0.9519474506378174,0.9995866721676906
215,0.9971203804016112,1.3303399085998535,1.3341818447879192
216,4.868911027908325,5.093114852905273,1.0460480431274723
217,1.9711976051330569,2.4834303855896,1.2598586661847975
218,0.9124078750610352,0.9678611755371094,1.0607768762105048
219,3.784149885177612,3.803125381469727,1.0050144674148456
220,1.542571783065796,,
221,1.2824416160583496,1.692211389541626,1.3195231411334927
222,3.6145534515380864,4.1030797958374015,1.135155379730637
223,4.3804612159728995,4.394044876098634,1.003100965733061
224,1.17387056350708,1.2854750156402588,1.0950738996297402
225,1.8527977466583248,1.6569950580596924,0.8943205274554231
226,1.258974313735962,1.2808191776275637,1.0173513181748546
227,2.7697522640228267,3.2135698795318604,1.1602372967697936
228,1.2321925163269043,1.550489664077759,1.2583177089077608
229,1.121412754058838,0.7502994537353516,0.6690662746787212
230,1.0461010932922363,1.5005669593811035,1.434437808164979
231,1.3338227272033691,1.3625311851501465,1.0215234433791442
232,0.7519774436950684,,
233,2.500232696533203,2.509982109069824,1.0038994020637118
234,4.688292264938355,4.74675154685974,1.0124692059747589
235,4.340682029724121,,
236,0.8471620082855225,1.1935725212097168,1.408907044386063
237,0.7376971244812012,0.7138051986694336,0.9676128250756433
238,1.171064853668213,,
239,0.8001408576965332,,
240,0.7870628833770752,0.7943346500396729,1.0092391177581599
241,0.8964135646820068,,
242,0.6888313293457031,0.818181037902832,1.187781395889751
243,3.230513572692871,3.2414624691009517,1.0033892123223471
244,0.8899064064025879,0.8170702457427979,0.9181530100966152
245,3.674091339111328,3.655766725540161,0.9950124774046583
246,0.7858710289001465,0.7225019931793213,0.9193645860574446
247,1.3502013683319092,2.4470760822296143,1.812378612275313
248,0.9093363285064696,,
249,2.834577322006225,,
250,0.8260691165924072,1.1838836669921875,1.4331532836813827
251,0.7954971790313721,1.339003324508667,1.6832282499594642
252,4.627382278442382,,
253,2.0215380191802983,,
254,0.9591307640075684,1.5109736919403076,1.5753573429622416
255,3.1277384757995605,,
256,1.7250466346740725,2.015392303466797,1.168311779494345
257,1.1441199779510498,1.5352513790130615,1.3418622247663836
258,5.214157819747925,,
259,4.32513165473938,,
260,2.920938730239868,,
261,1.907331466674805,1.890652418136597,0.9912552962976667
262,0.8551232814788818,0.8548285961151123,0.9996553884449738
263,2.0777571201324463,,
264,1.395754337310791,,
265,2.6399543285369877,,
266,0.7698230743408203,0.8071558475494385,1.048495263980734
267,1.7799332141876218,1.9228641986846924,1.0803013188122934
268,3.5700390338897705,3.7195045948028564,1.0418666461330632
269,4.0468478202819815,,
270,2.039148330688477,,
271,3.0172927379608168,,
272,1.3550162315368652,1.3767435550689695,1.0160347330359734
273,1.4101417064666748,1.3890695571899414,0.9850567150945894
274,1.556011199951172,1.1697447299957275,0.7517585542009173
275,1.127854585647583,,
276,2.1171131134033203,,
277,0.9781031608581544,0.7710139751434326,0.7882746994365821
278,1.106510877609253,,
279,2.916754722595215,,
280,1.4933836460113523,1.5306429862976074,1.0249496104941087
281,1.0174977779388428,1.2662603855133057,1.244484669124668
282,1.8669626712799072,1.858588933944702,0.995514780523456
283,3.203321933746338,2.9977810382843018,0.935835080047152
284,2.222507953643799,2.5525825023651123,1.1485144510642389
285,1.0708870887756348,,
286,4.444859981536865,,
287,0.8496677875518799,,
288,2.868581771850585,,
289,,,
290,0.7412784099578857,,
291,3.2402458190917973,,
292,1.5233445167541504,,
293,0.9114885330200196,,
294,1.897378921508789,,
295,0.7766544818878174,0.708683967590332,0.9124829433388846
296,0.7917473316192627,,
297,1.3003385066986084,,
298,2.28197979927063,2.6376261711120605,1.1558499211759468
299,1.1218030452728271,,
300,4.733577966690064,,
301,1.290022373199463,,
302,2.0072808265686035,,
303,0.790999174118042,,
304,1.0524282455444336,0.8525693416595459,0.8100973584365381
305,1.9942069053649905,,
306,0.7674462795257568,,
307,1.1953339576721191,,
308,2.110748529434204,,
309,,,
310,4.547017812728882,,
311,3.50896430015564,,
312,1.125697374343872,,
313,1.348811388015747,1.3241376876831057,0.9817070788756171
314,0.962144374847412,1.4199514389038086,1.4758195090305455
315,,,
316,,,
317,4.206965208053589,,
318,0.7961006164550781,,
319,3.734563589096069,,
320,0.8612709045410156,0.8121321201324463,0.9429461924819623
321,0.9933979511260986,,
322,1.5687618255615234,,
323,1.1038074493408203,,
324,3.649247646331787,3.7240729331970215,1.0205043050285854
325,1.8221440315246584,,
326,4.809457302093507,,
327,3.392432689666748,,
328,2.9250009059906006,,
329,2.339094638824463,,
330,0.9303307533264159,,
331,1.31201434135437,,
332,1.194425106048584,1.178083419799805,0.9863183667472958
333,,,
334,5.02476692199707,,
335,4.403981447219849,,
336,2.519362211227417,2.50159764289856,0.9929487835255725
337,3.6627838611602783,,
338,5.4491472244262695,,
339,4.207430839538573,,
340,,,
341,0.8774619102478027,,
342,1.4239151477813718,,
343,1.4729156494140625,,
344,5.536229610443115,5.891039371490479,1.0640887004357764
345,2.658978939056397,,
346,2.451756715774536,,
347,1.8577437400817869,,
348,1.1292760372161863,0.8606858253479004,0.762157167055102
349,,,
350,5.219864368438722,5.220958948135376,1.0002096950455788
351,1.7167704105377195,1.1593477725982666,0.6753074059769825
352,1.350994348526001,,
353,3.627693891525269,,
354,2.8612689971923833,,
355,2.701857328414917,,
356,3.687970161437988,3.6607275009155273,0.992613101698242
357,2.0070817470550537,,
358,3.071527004241944,3.078578472137452,1.0022957531826253
359,2.323723554611206,,
360,2.4744505882263184,,
361,,,
362,3.827022790908814,,
363,1.642944574356079,,
364,1.3675880432128906,,
365,1.1138317584991455,,
366,1.095153570175171,,
367,3.1923680305480957,,
368,,,
369,0.7056629657745361,,
370,,,
371,2.273498296737671,,
372,1.0352296829223633,1.0324172973632812,0.99728332214051
373,2.6848952770233154,,
374,3.029332399368286,2.9537754058837886,0.975058203087831
375,0.8228271007537842,,
376,1.4309854507446291,,
377,1.3984014987945557,1.3598613739013672,0.9724398715773612
378,0.7559747695922852,,
379,3.6367316246032715,,
380,0.8874456882476807,0.8383853435516357,0.9447173552750955
381,0.8844320774078369,,
382,3.0059304237365723,3.038444042205811,1.0108164906986843
383,,,
384,2.548646688461304,,
385,,,
386,1.0649030208587646,,
387,1.3971309661865234,,
388,,,
