action,openwhisk,pagurus,pagurus/openwhisk
1,0.901975393295288,0.7678487300872803,0.8512967601943244
2,2.8654406070709237,2.8183205127716064,0.9835557246648069
3,0.9381928443908693,1.0283381938934326,1.0960840301026715
4,1.1938133239746094,1.2614595890045168,1.056664022482753
5,0.9743039608001708,1.4422976970672607,1.4803364813202018
6,1.25624418258667,1.10187029838562,0.8771147470046895
7,2.546115636825561,2.829087495803833,1.1111386517114654
8,0.8002140522003174,0.3012619018554689,0.3764766452514809
9,0.9442579746246338,0.91697096824646,0.9711021700515464
10,2.566533327102661,2.249269962310791,0.8763844749485384
11,1.3254132270812988,,
12,1.16328763961792,,
13,0.3646488189697266,1.3360493183135986,3.6639343083256177
14,,,
15,0.9811682701110841,1.1149930953979492,1.1363933479745671
16,,0.9056146144866944,
17,5.11542558670044,4.990805864334106,0.9756384448851465
18,0.9802851676940918,0.3986711502075196,0.40668895475110267
19,,,
20,1.063434600830078,,
21,1.1704082489013672,,
22,1.168342351913452,1.0012938976287842,0.8570209716260955
23,1.2239131927490234,,
24,1.1681795120239258,,
25,4.455516338348389,3.6768176555633545,0.8252281837499245
26,,,
27,1.967303276062012,,
28,1.3487651348114014,,
29,,,
30,0.7603554725646973,,
31,2.1590235233306885,,
32,,1.253056287765503,
33,,,
34,,,
35,,,
36,,,
37,,,
38,,,
39,,,
40,,,
41,,,
42,,,
43,,,
44,,,
45,,,
46,,,
47,,,
48,,,
49,,,
50,2.4884657859802246,,
51,,,
52,,,
53,,,
54,0.7498531341552734,,
55,,,
56,0.9672436714172364,0.9254889488220216,0.956831226888221
57,,,
58,2.396834373474121,2.254234790802002,0.9405050327005172
59,0.6949574947357178,0.7176616191864014,1.032669803006179
60,,,
61,,,
62,,,
63,,,
64,1.1453390121459959,1.1144678592681885,0.9730462749016426
65,0.3752603530883789,0.2714653015136719,0.7234052286086777
66,2.931612491607666,2.933763265609741,1.0007336488053016
67,,,
68,,,
69,1.4587948322296145,1.588569164276123,1.0889599614554173
70,,0.7875113487243652,
71,,,
72,,,
73,,,
74,,,
75,,,
76,,,
77,,,
78,,,
79,,,
80,1.1258490085601809,,
81,1.3491878509521489,0.9804506301879884,0.7266969010253574
82,,,
83,,,
84,,,
85,,,
86,,,
87,1.404689073562622,1.3912665843963623,0.9904445122989266
88,0.7815992832183838,0.7882773876190186,1.008544153691053
89,,,
90,,,
91,3.1796417236328125,3.2386400699615483,1.0185550296092256
92,,,
93,,,
94,,,
95,,,
96,,,
97,,,
98,,,
99,,,
100,,,
101,,,
102,,,
103,,,
104,,,
105,,,
106,,,
107,,,
108,,,
109,,,
110,,,
111,,,
112,,,
113,,,
114,,,
115,,,
116,,,
117,,,
118,,,
119,,,
120,,,
121,,,
122,,,
123,,,
124,,,
125,,,
126,,1.260162115097046,
127,,,
128,1.1261041164398191,,
129,1.0468809604644775,,
130,0.962559461593628,0.9969375133514404,1.0357152499450741
131,,,
132,1.49208664894104,1.5212552547454834,1.0195488685761949
133,0.7756516933441162,0.8479027748107909,1.093148873504258
134,0.7407457828521729,0.7067801952362059,0.9541467688345311
135,1.466416597366333,1.5319418907165527,1.0446839550697273
136,,,
137,1.8865211009979248,2.4815518856048584,1.3154116772360385
138,,,
139,,,
140,3.0388908386230478,3.084365129470825,1.0149641080455467
141,,,
142,0.9279742240905762,1.0357296466827393,1.116118982397129
143,,,
144,,,
145,,,
146,,1.2494847774505615,
147,1.8111553192138672,2.566013813018799,1.4167828599772316
148,,,
149,,,
150,,,
151,1.3118343353271484,,
152,0.7328102588653564,1.2789831161499023,1.7453127882382682
153,2.1490526199340816,2.3129353523254395,1.076258129219928
154,2.1513800621032715,,
155,1.1742732524871826,1.1055245399475098,0.9414542463655211
156,1.5562241077423096,1.6338739395141602,1.0498963043854275
157,1.5039663314819336,1.5591201782226562,1.036672261596692
158,1.5906236171722412,1.6089603900909424,1.0115280401477376
159,1.1797425746917725,1.1541380882263184,0.978296547895507
160,0.7513995170593262,0.9229304790496826,1.2282819699720586
161,2.7720654010772705,2.7768490314483643,1.0017256556678766
162,0.7652912139892578,0.8497884273529053,1.110411842993971
163,1.3674068450927734,1.3492681980133057,0.9867350034522921
164,1.1708064079284668,1.1962931156158447,1.0217685071714564
165,4.974690914154053,5.046720981597901,1.014479305083841
166,1.2791240215301514,1.3315885066986084,1.0410159486378001
167,4.639585494995117,4.239808797836304,0.9138335315536126
168,1.0274059772491455,1.0938189029693604,1.0646413659165521
169,2.92200231552124,2.118213415145874,0.7249184587891121
170,0.8983800411224365,0.9722671508789062,1.082244825546386
171,0.8976271152496338,0.8390347957611084,0.934725323585807
172,0.8940267562866211,1.097630739212036,1.2277381314303084
173,0.8307905197143555,0.8823511600494385,1.0620621433581243
174,,,
175,1.7094402313232422,,
176,1.2518596649169924,1.0206453800201416,0.8153033511849892
177,2.747267484664917,,
178,4.230791568756104,,
179,4.427093744277954,4.424088001251222,0.9993210572894199
180,3.07809853553772,3.1279315948486333,1.0161895594749724
181,0.7631881237030029,1.290072679519653,1.6903731065155947
182,1.1745574474334717,1.3081197738647459,1.1137128939270886
183,0.841998815536499,,
184,1.0774044990539549,1.8044145107269287,1.674779075371734
185,0.8852982521057129,0.802750825881958,0.9067574955362072
186,2.186868667602539,2.218918800354004,1.0146557190316332
187,5.082996845245361,5.106486797332764,1.004621280083889
188,2.2968859672546387,,
189,5.424394369125366,,
190,1.0357513427734375,1.0205178260803225,0.9852923032160169
191,0.8300430774688721,0.8671486377716064,1.0447031742206487
