action,cold,warm,create,rent,queue
map_reduce,12,1422,12,0,1422
network,7,137,7,0,137
linpack,7,301,7,8,293
k-means,9,172,9,0,172
matmul,17,3021,17,3,3018
float_operation,11,25,11,2,23
couchdb_test,7,1,7,1,0
markdown2html,0,1,0,1,0
disk,0,1,0,1,0
video,2,2,2,2,0
image,1,0,1,0,0
