id,time,lender,renter
a33d5b0f2274455f84e67e7ba0eb9d26,1609668101.6691244,matmul,linpack
d6693ad87d8341348a4afece3828e012,1609668141.7297022,matmul,linpack
2e8c4dd4a52e44229657b7d9961cf8d6,1609668189.1477654,network,float_operation
b1a9682275ac4b0e91c95aeee0c903d8,1609668193.6103666,matmul,float_operation
00ce821debce4d219ba3c7a61414bf2e,1609668221.7900836,k-means,linpack
e723fa0f5a914c4391eeab30970d49b2,1609668366.999252,network,couchdb_test
0f9dfdbbd3c34d6dbe8301154264f34e,1609668410.0287285,linpack,matmul
02d4cc9b05c8468e9c7f11d8b3f78dfb,1609668427.068102,matmul,markdown2html
e02262ac8033433f8d3058e7bd3edcc0,1609668428.0413756,linpack,matmul
71417ce4ca47432abc8c98498c8fa9d7,1609668428.0488098,linpack,matmul
30e4bd7bd9534aa099b657f904853c70,1609668432.026322,matmul,linpack
95a2053ca7084ab4a515d5d9a1cea9d9,1609668762.479192,matmul,linpack
d16260adc193458680ad2f4aad5b457d,1609668826.5429761,matmul,disk
13b283090b934b469166121103e0b618,1609669017.759876,matmul,linpack
70dc259eec0e467c9e8a4c4fd9ee3665,1609669052.8197017,matmul,video
780117ad46a54e3e85d44c915be18af1,1609669293.1088362,matmul,linpack
e97774c7b5bd4e118ea1f67df7825d71,1609669296.1110928,image,video
9d6c20baf3e8424aac4973cf3f6691ac,1609669433.2728684,k-means,linpack
