action,cold,warm,create,rent,queue
linpack,36,18332,36,9,18323
markdown2html,11,1429,11,0,1429
k-means,4,284,4,1,283
float_operation,1,23,1,0,23
disk,1,0,1,0,0
network,4,93,4,1,92
matmul,1,2,1,2,0
video,33,147,33,7,140
map_reduce,0,1,0,1,0
couchdb_test,5,4,5,0,4
image,2,0,2,0,0
