action,cold,warm,create,rent,queue
matmul,14,465,14,0,465
video,10,1430,10,0,1430
k-means,2,0,2,0,0
disk,4,0,4,0,0
linpack,2,286,2,0,286
map_reduce,17,5538,17,0,5538
float_operation,24,0,24,0,0
markdown2html,17,49,17,0,49
network,1,0,1,0,0
image,13,9,13,0,9
couchdb_test,1,0,1,0,0
