id,action,start_way,container_attr,container_way,queue_time,create_time,rent_time,inter_start,inter_end,end-to-end,container_start,container_end,exeuction
327365a0b85b4e2d8bf4293f82743c92,matmul,cold,exec,create,0.002852916717529297,7.118371963500977,2.384185791015625e-07,1609921454.8550851,1609921463.122822,8.267736911773682,1609921462.0041115,1609921462.023137,0.019025564193725586
5952441e7755476a8b9b0578dff049ed,video,cold,exec,create,0.0025463104248046875,9.37149453163147,2.384185791015625e-07,1609921454.8600726,1609921464.9207647,10.060692071914673,1609921464.25633,1609921464.298729,0.042398929595947266
36f9b43798ad4b80ad6f01d1fc36c13f,k-means,cold,exec,create,0.01812744140625,11.372036695480347,2.384185791015625e-07,1609921454.8624113,1609921466.8016949,11.939283609390259,1609921466.273077,1609921466.3137517,0.040674686431884766
0b7713c21585483eb5ec6a9063b16048,disk,cold,exec,create,0.01220560073852539,10.158236265182495,2.384185791015625e-07,1609921454.86428,1609921466.4090497,11.544769763946533,1609921465.0523255,1609921465.0749745,0.022649049758911133
85ea717e06d646f6a75ad8eb770d1dd3,linpack,cold,exec,create,0.008432388305664062,7.884649753570557,2.384185791015625e-07,1609921454.8662236,1609921463.7255452,8.859321594238281,1609921462.7747061,1609921462.8022597,0.027553558349609375
a104eefcc4fe4052b7049d883b8c1409,video,warm,exec,queue,9.065234899520874,2.384185791015625e-07,2.384185791015625e-07,1609921455.820151,1609921465.3934891,9.573338031768799,1609921464.8945374,1609921464.9041543,0.009616851806640625
41532def2ddf4c31818133e8a4adeea2,video,warm,exec,queue,9.024714708328247,7.152557373046875e-07,2.384185791015625e-07,1609921456.8224416,1609921466.6854017,9.86296010017395,1609921465.8584769,1609921465.8679047,0.009427785873413086
65e3bbd4a3414b55b8c381042ab30c4c,video,warm,exec,queue,9.05025339126587,4.76837158203125e-07,4.76837158203125e-07,1609921457.823582,1609921468.2477403,10.424158334732056,1609921466.9019527,1609921466.912758,0.010805368423461914
63609fb2d3734b1d9b72ec71da69fdab,video,warm,exec,queue,9.026129961013794,2.384185791015625e-07,2.384185791015625e-07,1609921458.8252313,1609921468.6137204,9.78848910331726,1609921467.8629572,1609921467.8725514,0.009594202041625977
bdf83baf1813470b97c353453a8d7658,video,warm,exec,queue,9.109203815460205,7.152557373046875e-07,2.384185791015625e-07,1609921459.8275492,1609921470.2296267,10.402077436447144,1609921468.9656446,1609921468.9763656,0.010720968246459961
