id,action,time,zygote_time
1652294104.147869_cs_bot,cs_bot,1652294104.1478684,11.422851085662842
1652294104.1542706_df_union,df_union,1652294104.1542697,15.646389484405518
1652294104.15878_eo_athenarunner,eo_athenarunner,1652294104.1587794,0.5070474147796631
1652294104.1636226_eo_gluerunner,eo_gluerunner,1652294104.1636217,0.5070497989654541
1652294104.1681411_eo_ons3objectcreated,eo_ons3objectcreated,1652294104.1681395,0.5070512294769287
1652294104.172671_fmp_twitter_streaming,fmp_twitter_streaming,1652294104.1726696,0.972022533416748
1652294104.1770983_fmp_twitterddb,fmp_twitterddb,1652294104.1770973,0.9734447002410889
1652294104.1816108_fmp_comparefaces,fmp_comparefaces,1652294104.1816094,0.9735617637634277
1652294104.1859667_sc_add_to_cart,sc_add_to_cart,1652294104.185966,6.03875732421875
1652294104.192793_sc_update_cart,sc_update_cart,1652294104.1927922,6.038832187652588
1652294104.1996717_sc_list_cart,sc_list_cart,1652294104.199671,6.038443565368652
1652294104.2072947_sc_migrate_cart,sc_migrate_cart,1652294104.2072937,6.03883171081543
1652294104.2153983_sc_checkout_cart,sc_checkout_cart,1652294104.2153976,6.0392162799835205
1652294104.2200432_sc_delete_from_cart,sc_delete_from_cart,1652294104.2200425,6.0366950035095215
1652294104.2312694_tcp_download_podcast,tcp_download_podcast,1652294104.2312684,16.819831371307373
1652294104.2396147_tcp_check_transcribe,tcp_check_transcribe,1652294104.2396138,16.821231603622437
1652294104.2441478_tcp_process_podcast_rss,tcp_process_podcast_rss,1652294104.2441466,16.82008385658264
1652294104.2491145_tcp_upload_to_elasticsearch,tcp_upload_to_elasticsearch,1652294104.2491138,16.81979012489319
1652294554.1488283_cs_bot,cs_bot,1652294554.1488273,12.041703224182129
1652294554.1542306_df_union,df_union,1652294554.1542292,16.198912143707275
1652294554.1590884_eo_athenarunner,eo_athenarunner,1652294554.1590872,0.5286970138549805
1652294554.1647995_eo_gluerunner,eo_gluerunner,1652294554.1647987,0.5287032127380371
1652294554.1696033_eo_ons3objectcreated,eo_ons3objectcreated,1652294554.1696024,0.5286972522735596
1652294554.1740592_fmp_twitter_streaming,fmp_twitter_streaming,1652294554.174058,0.9684288501739502
1652294554.178405_fmp_twitterddb,fmp_twitterddb,1652294554.1784039,0.9666957855224609
1652294554.1826868_fmp_comparefaces,fmp_comparefaces,1652294554.1826856,0.9662661552429199
1652294554.186963_sc_add_to_cart,sc_add_to_cart,1652294554.186962,6.622626543045044
1652294554.191375_sc_update_cart,sc_update_cart,1652294554.1913738,6.62458348274231
1652294554.1957397_sc_list_cart,sc_list_cart,1652294554.1957388,6.623520612716675
1652294554.2003026_sc_migrate_cart,sc_migrate_cart,1652294554.200302,6.622823238372803
1652294554.2044003_sc_checkout_cart,sc_checkout_cart,1652294554.2043993,6.6236138343811035
1652294554.2091184_sc_delete_from_cart,sc_delete_from_cart,1652294554.2091174,6.623074054718018
1652294554.2133791_tcp_download_podcast,tcp_download_podcast,1652294554.2133782,14.827113628387451
1652294554.2175505_tcp_check_transcribe,tcp_check_transcribe,1652294554.2175496,14.827778339385986
1652294554.222827_tcp_process_podcast_rss,tcp_process_podcast_rss,1652294554.2228258,13.984084367752075
1652294554.2286022_tcp_upload_to_elasticsearch,tcp_upload_to_elasticsearch,1652294554.2286015,13.984371662139893
1652295004.149406_cs_bot,cs_bot,1652295004.149405,15.147469282150269
1652295004.155005_df_union,df_union,1652295004.1550035,13.032098054885864
1652295004.159932_eo_athenarunner,eo_athenarunner,1652295004.1599307,0.5421679019927979
