action,openwhisk,pagurus,prewarm,sock,pagurus/openwhisk,prewarm/openwhisk,sock/openwhisk
cs_bot,0.6577706677573067,0.049010515213012695,0.4655884802341461,0.15101847648620606,0.07451003459931688,0.7078279757009949,0.2295913817518028
ep_users_sign_up,,,,,,,
ep_products_table_update,0.7396872043609619,,0.008457422256469727,0.011754751205444336,,0.011433782018409186,0.015891516219480394
ep_orders_create_order,0.6751235326131185,0.021327495574951172,0.008536100387573242,0.00984659194946289,0.03159050832134592,0.012643760697443914,0.014584874432314461
ep_products_validate,1.0020272731781006,,,,,,
ep_delivery_on_package_created,0.990121364593506,,0.5130543708801271,,,0.5181732151500047,
ep_payment_validate,1.0838537216186523,,,,,,
ep_warehouse_on_order_events,0.7409434318542479,,0.008955240249633789,0.007056832313537598,,0.01208626713543145,0.009524117510398226
ep_warehouse_table_update,0.7340048551559448,0.01676034927368164,0.009851694107055664,0.008112525939941407,0.022834112275893298,0.01342183779555872,0.01105241454869919
ep_payment_cancel_payment,,,,,,,
ep_delivery_table_requests,0.8353517055511475,0.022174596786499023,0.008925914764404297,0.009616708755493164,0.026545222376566157,0.010685217621618628,0.011512167499733855
ep_payment_process_payment,0.8574225902557373,0.058797359466552734,,,0.06857453971327682,,
ep_orders_on_event,0.6888964176177979,0.017510732014973957,0.00915225346883138,0.008330265680948893,0.0254185267438696,0.013285384035643343,0.012092188996649062
ep_orders_table_update,0.8847589492797852,,0.009885549545288086,,,0.011173155754270876,
ep_payment_update_payment,0.7702534198760986,0.02194523811340332,0.00859975814819336,0.007812023162841797,0.028490932395903397,0.011164842539195346,0.010142146676996804
df_union,0.7846956253051758,0.23642802238464355,0.8637931346893309,0.5082185268402101,0.3012990193397528,1.100800242582458,0.6476632600603055
eo_athenarunner,,0.03425264358520508,,0.02709507942199707,,,
eo_gluerunner,,,,,,,
eo_ons3objectcreated,0.6231443087259928,0.020274559656778976,0.009133577346801758,0.008891165256500244,0.03253589798200989,0.014657242662578738,0.014268228293183114
fmp_twitter_streaming,0.7863089084625244,0.04630708694458008,0.4485472679138184,0.1214797019958496,0.0588917236549242,0.570446631198502,0.1544936101937084
fmp_twitterddb,0.6961555480957031,0.015314722061157226,0.008435678482055665,0.00776968002319336,0.02199899448198013,0.012117519576093331,0.011160839045881213
fmp_comparefaces,0.6849556922912597,0.019366562366485596,,,0.02827418267260777,,
fp_notification,,0.03159976005554199,0.4430491924285889,,,,
fp_conversion,0.7287311553955078,0.0939329465230306,0.5509275197982788,,0.12889931468903632,0.7560092850692945,
fp_sentiment,0.6719516754150391,0.02079931894938151,0.008227348327636719,,0.030953593406154632,0.012243958350955814,
t_payment_method,0.6876349449157715,,,,,,
t_ddb_encrypt_item,,0.09736156463623047,,,,,
sc_add_to_cart,,0.03655171394348145,,,,,
sc_update_cart,,,,0.00957632064819336,,,
sc_list_cart,,0.03204607963562012,,,,,
sc_migrate_cart,,0.02546548843383789,,,,,
sc_checkout_cart,,0.02724194526672364,,,,,
sc_delete_from_cart,,0.0267031192779541,,,,,
tcp_download_podcast,,,,,,,
tcp_check_transcribe,0.9021975994110109,0.11100284258524577,0.7386925220489502,0.4106432596842448,0.12303606511224667,0.8187702145640788,0.45515889196815473
tcp_process_podcast_rss,,0.09119033813476562,0.7758793830871582,0.4047565460205078,,,
tcp_upload_to_elasticsearch,,0.02296352386474609,,,,,
cer_lambda,,,,0.64481520652771,,,
