action,cold,warm,create,rent,queue
map_reduce,27,4555,27,0,4555
disk,11,1427,11,0,1427
network,4,356,4,0,356
k-means,18,6,18,0,6
couchdb_test,1,0,1,0,0
linpack,1,0,1,0,0
matmul,14,146,14,0,146
markdown2html,15,55,15,0,55
float_operation,1,0,1,0,0
video,7,3,7,0,3
image,4,0,4,0,0
