action,cold,warm,create,rent,queue
image,12,16878,12,17,16861
float_operation,1,1,1,1,0
matmul,11,1429,11,0,1429
linpack,4,284,4,1,283
map_reduce,4,0,4,0,0
network,1,0,1,0,0
video,6,282,6,1,281
markdown2html,8,60,8,15,45
couchdb_test,1,23,1,4,19
k-means,1,6,1,6,0
disk,0,1,0,1,0
