action,cold,warm,create,rent,queue
video,28,767,28,0,767
k-means,6,0,6,0,0
image,3,357,3,0,357
markdown2html,61,45555,61,0,45555
map_reduce,43,198,43,0,198
disk,24,0,24,0,0
couchdb_test,15,0,15,0,0
matmul,14,43,14,0,43
network,2,0,2,0,0
linpack,1,0,1,0,0
float_operation,1,0,1,0,0
