action,cold,warm,create,rent,queue
video,8,1433,8,0,1433
matmul,5,283,5,0,283
k-means,2,358,2,0,358
disk,12,2473,12,8,2465
float_operation,29,78,29,14,64
image,13,12,13,5,7
couchdb_test,1,0,1,0,0
network,3,8,3,3,5
linpack,0,1,0,1,0
markdown2html,1,0,1,0,0
map_reduce,5,0,5,0,0
