action,cold,warm,create,rent,queue
network,3,141,3,0,141
linpack,1,288,1,1,287
k-means,1,0,1,0,0
matmul,38,2749,38,1,2748
markdown2html,14,17,14,0,17
image,0,1,0,1,0
float_operation,1,12,1,7,5
disk,0,1170,0,78,1092
video,1,599,1,3,596
couchdb_test,1,2,1,0,2
map_reduce,1,0,1,0,0
