action,cold,warm,create,rent,queue
markdown2html,24,4414,24,0,4414
map_reduce,5,283,5,0,283
matmul,11,1435,11,2,1433
k-means,5,355,5,0,355
video,1,23,1,0,23
disk,0,1,0,1,0
image,0,1,0,1,0
linpack,6,3,6,3,0
network,11,62,11,3,59
couchdb_test,2,2,2,0,2
float_operation,0,1,0,1,0
