action,cold,warm,create,rent,queue
markdown2html,18,4420,18,0,4420
map_reduce,3,285,3,0,285
k-means,4,356,4,0,356
matmul,13,1433,13,0,1433
video,24,0,24,0,0
disk,1,0,1,0,0
image,1,0,1,0,0
linpack,9,0,9,0,0
network,29,44,29,0,44
couchdb_test,3,1,3,0,1
float_operation,1,0,1,0,0
