id,time,action,qos,qos_target,num_lender
93bd7ae123c447ca9fce2305921bc4ea,1608908037.5137036,network,0.65,0.30065,1
3159318d5de94ad9962ceb1494748236,1608908045.494529,video,0.65,0.2,1
eb13a2800f2f44edbc939a2efe67660a,1608908047.494996,video,0.42250000000000004,0.2,2
2e245b2608e64ff5ad0cc33a7bcb2b67,1608908049.4954875,video,0.27462500000000006,0.2,3
a8653772dfb146b4bce0e8cec1cdfbd7,1608908113.5134654,video,0.17540763743593316,0.2,4
34844855bd21415baea8e2e681dc08cf,1608908115.5138822,video,0.11401496433335656,0.2,5
8dc94a1d8eba4db9aecde90fc45f9988,1608908117.5142717,video,0.11401496433335656,0.2,6
1808c6b4418043538990d99d3ddce90e,1608908119.5151143,video,0.11401496433335656,0.2,7
9cc19c4738a149949d9090d38d30bfab,1608908121.5155487,video,0.11401496433335656,0.2,8
dbca133b1a9d4849a25527a273baebed,1608908123.516492,video,0.11401496433335656,0.2,9
ca55ffe96aba4c18a6da491403f11ec6,1608908125.516581,video,0.11401496433335656,0.2,10
379d83781f9245d398d4296b53ba24d9,1608908143.524391,video,0.11401496433335656,0.2,10
f0df729d09c9405690c3a002fbc89020,1608908213.572902,markdown2html,0.65,0.2,1
2f6a45caff7e43ab85b9a92108efd23d,1608908307.6165297,disk,0.65,0.2,1
0f5268da4e7e41819cccfdcdd2e32b4f,1608908365.6327226,markdown2html,0.55388125,0.2,2
b1aaa180206440a3a3a99135317b7170,1608908371.645754,matmul,0.6339438094459469,0.2,1
e3fe85623fd44265b07a5e8f6c451d53,1608908457.680766,float_operation,1.0,5.039200000000001,1
5ffc4ff52e494811873afce2ae1febe7,1608908555.7001317,markdown2html,0.3482440469129883,0.2,3
cb71ee2c63f14519bc416d6f41c19479,1608908579.7023969,map_reduce,0.42250000000000004,0.2,1
43b4064ee9f842d0bd0b9a5d4ea0c83a,1608908581.700061,map_reduce,0.27462500000000006,0.2,2
2f3066bb1b274c32b14722dbe38ce38e,1608908583.7029524,map_reduce,0.27462500000000006,0.2,3
3944d6bb78dd4bc18db9ed8d043086f8,1608908585.7034986,map_reduce,0.27462500000000006,0.2,4
e88ccb4502dd49f5bf4b10d7586d981d,1608908587.7038715,map_reduce,0.27462500000000006,0.2,5
bfa494bbe0544c83a813b901c19f4f5e,1608908589.7063477,map_reduce,0.27462500000000006,0.2,6
f4d8c9274fa64ee289ef54d1e86120ca,1608908591.7047117,map_reduce,0.27462500000000006,0.2,7
425f4abc01fc45e5b8932954e448c5cd,1608908593.7058585,map_reduce,0.27462500000000006,0.2,8
22eeb842417743978eeb82badab3110a,1608908595.707805,map_reduce,0.27462500000000006,0.2,9
bcbfef319f7d4fa9b26ffd66f6af4a99,1608908597.705119,map_reduce,0.27462500000000006,0.2,10
63640710d7d6455d962d0171a342a1c8,1608908649.736967,couchdb_test,0.65,0.2,1
47ab33f88af943a28828c00241bbff46,1608908801.7725809,markdown2html,0.24351152138347942,0.2,4
fb937f2775474e7cba4ffd7943dadfab,1608908803.7691233,markdown2html,0.24351152138347942,0.2,5
b58153a852fe449083117463f25cf7f9,1608909057.8520248,markdown2html,0.21474935155993805,0.2,6
d034106793d4402fae86ccfc9da98ad4,1608909059.845091,markdown2html,0.21474935155993805,0.2,7
a86b3fc81d744af7869ff33b787a360d,1608909061.8426368,markdown2html,0.21474935155993805,0.2,8
a75d1359986f4b5db7327201c8abcf56,1608909063.8463273,markdown2html,0.21474935155993805,0.2,9
307b3febbb844d8c9d59dde3ae37bda1,1608909177.8927326,float_operation,1.0,5.039200000000001,2
1d9c878a539d49e7b2df2a63b0d7b7b2,1608909297.9369972,linpack,0.65,0.280075,1
49c74adc5eb94f7b95125ed02cd8f7e1,1608909325.944994,markdown2html,0.09073160103407384,0.2,10
0ef0ecc4a9e54294bc454df08dd09c39,1608909473.9613345,image,0.9717628610802912,0.2,1
4f53fceb54dc4274ba3b64ddaa670d24,1608909477.956846,k-means,0.8371507109201837,0.2,1
