id,time,lender,renter
557e278107f94c4ba03d7e0fdc05a5a2,1609239419.8297353,network,image
f6c042662d914d9da6ebd8c3240a6361,1609239419.8363643,linpack,video
d96d85a0500244419781c88c9705378e,1609239479.9084134,image,video
7494add5b47c4668b7d78abd301c5963,1609239539.9927986,linpack,video
6d3cb0efb4714117a7925d91f7eb1135,1609239600.0630343,matmul,video
dedef709310c48c8b3740b5d36b75c65,1609239601.0538642,linpack,matmul
b78615819dac4299b1bce2528f94d9c9,1609239660.1394691,matmul,video
e9db67a8c4984cb7ad691f35b8ced39e,1609239720.208049,linpack,video
3488308872d74d138e1fd7e85e4c1e38,1609239780.3234496,matmul,video
6970f6dc1f6b4a61bae3045142ee5112,1609239781.296661,linpack,matmul
57e799d70e0847b5a79f5ba4a5276cf4,1609239840.3966796,linpack,video
8f5ce1355e324dfeba36685f2dd2f97f,1609239852.4071906,linpack,matmul
1e8d5e46075a498f8be962acdd214136,1609239859.4341474,linpack,matmul
ac1b92c9f621438cb67c5eb4c8778dd1,1609239900.4885957,matmul,video
f89d31ad888c4ce8ba186015c07eebe7,1609239960.5430002,linpack,video
05be776b1da64367bd675318b275f9b0,1609240020.615137,matmul,video
1e2d0332373e466cab57670356450da3,1609240080.711172,linpack,video
f4a0f4b6ce9d4ed5be45f87a51ae249f,1609240091.715731,matmul,disk
a79b08dc9b2c46e5b0240b867d4337d5,1609240140.789948,linpack,video
923d511cc8c746738b82cf5d5cde8401,1609240200.8607843,matmul,video
edf052e7d2c5496c863d1f515dc8ec7e,1609240262.750271,linpack,video
6d845215923d4989994aa6239a0547eb,1609240321.0457158,matmul,video
bf74566b24ee4bb29b3d87fd2cef6229,1609240333.0207572,linpack,float_operation
4e1f9ce9398a483999eae85540c80bd8,1609240334.0557609,matmul,float_operation
276991e849c44ed1a478f6323eb411e4,1609240381.0611274,linpack,video
09c72d5ee12640eb9ccd773c9b36815e,1609240441.1262646,matmul,video
fed8fba00c414f4a87f778da9c62f5b6,1609240486.181611,linpack,matmul
3ba49a7709e24eb5a37db73c3014c2ae,1609240501.2031,matmul,video
773109aebdda4f218c72da8509b43cea,1609240561.289622,linpack,video
2c9ef76ad7764128972c0f9d577e2962,1609240604.3185368,linpack,matmul
3713113b163f484696acd3700840c35e,1609240621.3423932,matmul,video
602bcb3fc852485e97025137264da00b,1609240626.4032679,linpack,matmul
cb8b8e928a16454b9c3779b18dcde513,1609240681.4005966,matmul,video
5688617810b045f0a44d8003ada9032b,1609240741.4640796,matmul,video
2b2196d6c6e843be96c2b78cef91d7d9,1609240801.5210078,matmul,video
