action,cold,warm,create,rent,queue
couchdb_test,8,1431,8,0,1431
network,20,4750,20,0,4750
k-means,2,0,2,0,0
markdown2html,3,477,3,0,477
linpack,1,23,1,0,23
matmul,14,143,14,7,136
image,1,95,1,1,94
video,0,24,0,24,0
map_reduce,1,0,1,0,0
disk,0,1,0,1,0
float_operation,1,3,1,2,1
