action,cold,warm,create,rent,queue
image,12,30542,12,18,30524
matmul,3,357,3,0,357
markdown2html,10,278,10,0,278
k-means,30,910,30,0,910
couchdb_test,6,26,6,0,26
network,1,136,1,27,109
disk,0,1,0,1,0
map_reduce,5,1,5,0,1
float_operation,0,1,0,1,0
linpack,2,0,2,0,0
video,1,2,1,2,0
