id,time,exec,lender,renter
000476ac758b467b82d762bd2c62b271,1609859831.4688094,0,0,0
001685a02dc441a38962156ff6cf0555,1609860723.6253471,0,0,1
00198eed378f493d9d2487d213a50c42,1609860864.0452101,0,0,0
001a9ea79d024dbf8f3819b4749816c5,1609860477.1993456,1,1,5
001ca0afc0d646109a32840e73c17e57,1609859846.0849204,1,0,0
001dd22d778c4086aaf7538c9f423d5d,1609861170.773367,0,0,0
002ed6159991498ab94e325c52212220,1609859902.034474,1,0,1
00304278c6e84ec1a3c5860d570888cd,1609860203.1375568,0,0,0
0031c4601fc846efaf0e55e95ab1384c,1609860509.2159,1,1,5
00358a49e4e847e2974625af78b4fb62,1609860121.1206489,0,0,0
003ae44301d248d09542bc5aedabb318,1609860825.232571,1,0,0
003d6e5fa1674054bac72a1a371540c0,1609860297.0921252,0,2,1
004234793b7e424797c70585cd4001ae,1609860819.182397,1,0,1
00485b21657b44a38af22a99dd358a7c,1609859959.9320183,0,1,0
004a65da36fc402a9ec2dca4b4299429,1609859922.557969,1,0,0
00518789cb264a51aa702a69ac2c8ab0,1609860540.4096222,0,0,0
005c234bb96e495c917898e61bff809d,1609859974.1087708,1,0,0
0062d446e4f84402ba02ad42ff212e09,1609860200.5146892,1,0,0
00669fe826f0477eb494221be44a59c6,1609860670.5425901,1,0,1
006fef7b697e44bdaec42e06dd9e925d,1609859845.9925904,2,0,0
00741f5f6fa647968ab5151156e85d71,1609859818.8504674,0,0,0
0075024cad9246c3a42ba15250f5a764,1609860161.3158188,0,1,0
00757abc00ca469aaf10497bfdb91edf,1609860541.706181,1,0,0
007b511650ba40e3b496a1ca8e6ea363,1609861140.9518223,1,0,0
007ba0c394254572abe2d10f5dd21dec,1609859784.9812968,0,0,0
007be7d7b8ef4cbca8e8f1fce6558556,1609861250.3222532,0,0,0
007dfb9bebc24903852719fb74804de5,1609860448.5845065,0,0,0
00835cdaeb1444e4a0c34f442b7d12c9,1609860170.852162,0,1,0
0084d8c173a74853b0bf96c7ff601fca,1609860001.0591784,1,0,1
0085b3a5f4a54eb7ac69c07087e56d08,1609861131.9259007,0,0,0
008644424faa40238cf7f4c979718467,1609860505.3048205,0,0,0
00879c44a7b64671bcc4de00e0a756a8,1609860343.4902296,1,0,0
008b5aebea31433fa2e058e703069c70,1609861224.6915143,0,0,0
008e77dbe3654b63982455565d0ae25c,1609860432.378085,0,0,0
008f3e3a16c045c09b006a5daee2b67c,1609860741.7379727,0,1,0
0094df67eaea427f81f3e7f435b7272f,1609860752.369971,0,1,4
0095955e98634cc5a7459eee17224457,1609861099.2125425,0,0,0
00959688d2724329aca57c76b16c301f,1609860638.569727,1,1,0
0096320e29ff4646b9c8b233abadce8b,1609860140.1595209,0,1,0
009e3c6860df4d80a7a63b3f78880899,1609859904.1382306,0,0,0
00a09695f10840c5927318369b3530aa,1609860202.1351907,0,0,0
00a25c51a8b549c0ade0b7a1a844d956,1609859855.8753276,0,4,0
00a2b992a99b435f92423ddefa234376,1609860460.4944944,0,0,0
00a338e1c4624c8d85354a9d378a1c2c,1609860138.0511303,0,1,0
00a491b2497b46cd9f241f8b1129c000,1609861109.936039,1,0,0
00a54b2f27b4410aa37d6b996167e862,1609859941.2980893,1,0,0
00a5e6fd3ba54122af985a2064e974bd,1609860839.5916033,0,0,0
00a74f90abc444e2aba3b7fc892120ab,1609859840.2877665,0,0,0
00ab6e3811a94a258a61eb9f688a452a,1609860931.9378994,0,1,0
00b059d1c4f6462596824c696c32ee8f,1609860565.75022,1,0,0
00b22576584c4e84822b6e61e71084a2,1609860739.0122392,0,0,0
00b23f7e2c44402a98a2aeb0858b0b0a,1609860718.8263335,0,0,0
00baba07b1724c9db7fb30d578a24d73,1609860173.1129913,0,0,0
00c32f7a531742fd97335e9af61f98a3,1609860597.5059733,1,0,1
00cf43c080ad46e1bd237ac655ff5288,1609860070.0594625,0,0,0
00cf55d4f8514f54bd009dd18771aeed,1609861195.8238142,0,0,0
00dadbdad08f4ff7890a1c411dce1b09,1609860635.5235116,0,0,0
