action,cold,warm,create,rent,queue
network,20,22636,20,8,22628
float_operation,11,1429,11,12,1417
couchdb_test,23,389,23,0,389
map_reduce,22,239,22,0,239
video,2,94,2,1,93
image,1,3,1,3,0
linpack,6,42,6,1,41
matmul,1,0,1,0,0
disk,0,1,0,1,0
k-means,3,25,3,0,25
markdown2html,1,0,1,0,0
