action,cold,warm,create,rent,queue
disk,3,69,3,0,69
k-means,7,224,7,1,223
map_reduce,43,5950,43,9,5941
image,8,859,8,1,858
network,39,374,39,6,368
float_operation,5,21,5,4,17
linpack,0,1,0,1,0
matmul,0,11,0,2,9
markdown2html,3,0,3,0,0
video,0,1,0,1,0
couchdb_test,1,1,1,1,0
