id,time,action,qos,qos_target,lender_pool,type
9c34c6a6af274a11a188da08421c34a8,1609672035.303886,network,0.03186448128906252,0.2,1,repack
3ca12b1f841d4abe93eee3e9511b5cfb,1609672036.3598783,disk,0.65,0.2,1,repack
01627b2f35604c93a8d5ada20e6b3380,1609672039.1653929,map_reduce,0.00027883916671284635,0.2,1,repack
f102ecb9f75940088bf7d25e4930eac8,1609672039.7814934,k-means,0.42250000000000004,1.4588333333333334,1,repack
9d915863ec724b4091aa50596209d297,1609672039.888309,map_reduce,0.00018124545836335014,0.2,2,repack
706c89842211429ea3db0735ca279cfe,1609672042.2014732,map_reduce,0.0001178095479361776,0.2,3,repack
2abec011988f4892882faf6033d094e4,1609672044.6106694,map_reduce,7.657620615851544e-05,0.2,4,repack
6ab5b2e478f745759021b2d03f6b28a6,1609672047.2843218,map_reduce,4.9774534003035037e-05,0.2,5,repack
0fe9e5d4ac684f03b7c1d145a738546c,1609672048.2857213,network,0.005688009063105717,0.2,1,repack
abd0a5587ca74fc08d7f08166596da1e,1609672057.2643414,map_reduce,8.885065410379274e-06,0.2,6,repack
d6329a59c5e64a22a99b890d183b320e,1609672066.3771129,map_reduce,1.0309258098174851e-06,0.2,7,repack
fcd8b64a6dee4c9b85a24bb45b618093,1609672066.4606507,float_operation,0.65,0.2,1,repack
b35e448e44884de2b4c5d21b36de12b6,1609672068.7335286,k-means,0.04902227890625002,1.4588333333333334,1,repack
0f7087ef3d344896b6562fe17c902c6d,1609672077.0039666,network,0.0024031838291621657,0.2,2,create
d22f843fcec944cd9d11834cf010de8b,1609672078.0806,network,0.0024031838291621657,0.2,3,repack
92398cce12584d40b011beb11600ff8a,1609672080.6853716,network,0.0024031838291621657,0.2,4,repack
4d3917c8b2e841b9b81d78e1f73bb25a,1609672082.800611,disk,0.11602906250000004,0.2,2,repack
cb019c4d12244b85a0ee3af5048feb3d,1609672083.1650755,k-means,0.013462743344628915,1.4588333333333334,2,repack
9aec0927c6524a028c254346ea508b70,1609672084.2274828,network,0.0015620694889554078,0.2,5,repack
327debfa5a29435eb137886c927a005a,1609672085.0259173,network,0.0015620694889554078,0.2,6,repack
c04821a67f4a43a1ba0e3f45e435c97e,1609672085.8013518,k-means,0.013462743344628915,1.4588333333333334,3,repack
d884b03ab6654b8eb6b4b86878cee426,1609672086.442122,network,0.0015620694889554078,0.2,7,repack
c688e119208b444eb5ebf8f388ecccd8,1609672087.5380554,network,0.0015620694889554078,0.2,8,repack
e85d2f6c246d416b88f402df3980250d,1609672088.8555465,network,0.0015620694889554078,0.2,9,repack
fce1d0819ac04f15b6be955c203a72b6,1609672091.2685616,k-means,0.008750783174008795,1.4588333333333334,4,create
dde359e4dc4a41baa51234db60214148,1609672091.3520312,map_reduce,5.053833258052441e-08,0.2,8,repack
e12cf6c51e1a47d5a8897b926a030d1a,1609672093.0515647,map_reduce,5.053833258052441e-08,0.2,9,repack
83db70af94bb4968bb9dba50dc70de43,1609672094.1560414,map_reduce,5.053833258052441e-08,0.2,10,repack
eac62747f50d49fd807ea63529d66255,1609672094.2387364,network,0.001015345167821015,0.2,10,repack
2b922171d37f4a6c95c1fcd1fd930d72,1609672096.0134816,disk,0.07541889062500003,0.2,3,repack
