action,cold,warm,create,rent,queue
k-means,26,28408,26,0,28408
map_reduce,11,709,11,0,709
network,6,283,6,0,283
disk,5,284,5,0,284
float_operation,1,95,1,0,95
matmul,24,0,24,0,0
image,2,0,2,0,0
markdown2html,1,0,1,0,0
linpack,3,0,3,0,0
video,5,1,5,0,1
couchdb_test,1,0,1,0,0
