action,cold,warm,create,rent,queue
image,13,3856,13,2,3854
couchdb_test,1,0,1,0,0
k-means,4,306,4,2,304
matmul,4,284,4,1,283
float_operation,3,93,3,1,92
markdown2html,2,46,2,0,46
map_reduce,1,23,1,2,21
network,11,1429,11,1,1428
video,1,3,1,3,0
disk,0,1,0,1,0
linpack,1,0,1,0,0
