action,cold,warm,create,rent,queue
k-means,9,468,9,0,468
map_reduce,21,1412,21,0,1412
image,23,205,23,46,159
network,4,43,4,0,43
disk,2,6,2,6,0
float_operation,2,0,2,0,0
matmul,49,3715,49,3,3712
markdown2html,1,0,1,0,0
linpack,1,127,1,14,113
video,0,1,0,1,0
