action,cold,warm,create,rent,queue
linpack,1,288,1,1,287
k-means,1,0,1,0,0
network,7,137,7,0,137
matmul,36,2751,36,9,2742
markdown2html,10,21,10,1,20
image,0,1,0,1,0
float_operation,2,11,2,7,4
disk,33,1137,33,10,1127
video,11,589,11,0,589
couchdb_test,1,2,1,0,2
map_reduce,1,0,1,0,0
