id,time,memory,cpu
000d212a8eb841c8a65a987a6f46865c,1609935830.5249438,0.11623056239946088,19.1
004916ecc68542cd94add644f6e35bae,1609936093.9066288,0.11662718785621287,9.8
0059cc1f114c40fa97fabab3b5c777cd,1609936825.4219546,0.12719353507177586,4.7
008aef472dbf42e69f6d31bc7a7f0f27,1609935828.5237548,0.11604999136646645,11.8
012a9d841e00425cb7595d8867f08e9c,1609936714.2646194,0.12724242329904945,18.5
0155168cc4d048f28425b9544522b88a,1609936220.6480556,0.11801997159903338,17.6
0158f8fcb0824315b8d28a75ab5afe22,1609936154.9953794,0.1165546440350972,1.4
0169e0347090475099dc25914c5aa1ea,1609936904.5343766,0.12703937945190505,2.6
01791dbadcf54187818ebc224cb206ab,1609936303.7588806,0.11873192915446856,4.0
01afe9a1361f472fb62fea1789445558,1609936890.515099,0.12728896113078106,1.5
022a379267664d6d954eac606a49f72d,1609935689.3064706,0.11531081471427068,9.0
02861be8dd4049e68bc82d16c34b8624,1609936087.898424,0.11663372347220385,8.5
02c928d41f1a41bbb18b88d5d892d8ae,1609936841.4422624,0.1271475583022059,4.1
02d24ac739684c06962da2f43fda2fb0,1609936531.275648,0.12365114022161076,15.0
02eb610647014ea7b544c7a927fce868,1609936876.494028,0.12722434799913937,4.1
02ee0029c5f14f528484f23aac6a45fd,1609936958.6089182,0.12800853093500386,7.4
03251d41190f465490981a6b0f62f5a6,1609936650.890162,0.1257005638234973,15.9
03412227fcb246efaa0ec903a2590a5c,1609935709.333341,0.11474913083510145,18.1
0371b1a7fc2a400d889a138e021007ef,1609935935.67453,0.1165955560813702,2.4
03753e71bdab4f898dcb1ad33175732b,1609936141.9746163,0.11649953863251895,1.8
03b1e42aacb34c39bfb78997339282c5,1609935974.7306483,0.11653785766177466,1.8
03bd21b0f96847d6bc6cf93aaba06f5e,1609935954.7011614,0.1165597997414474,3.7
03c373de33e941e191a7e9dfac974d1e,1609935673.28596,0.11427422962487975,13.7
0417cbe29e8c47b498af9f57ffb85687,1609937017.6960583,0.12765527406696234,2.3
0449dc0e6a4d4737affe940143c75b64,1609936446.9684575,0.11940838815529843,5.5
0453b866e3fc42e3b1c7067829e3cf6d,1609936081.8889866,0.1164674519424101,1.5
0465845bf23a4d8bb38bc09aa68ce6a8,1609936427.945097,0.11882967528133136,6.6
0470aedb2fb8435b82343ed971c2171d,1609936791.3723536,0.1274248443207931,6.4
04b40806392b4accb239804a17ddae27,1609935932.669485,0.11658413770818875,1.5
04d57e353bec4b9e8a6a1c2286cdafd1,1609936016.7932127,0.11664919059125443,8.7
0507366f01ef41c8aff7bf3264e3ba43,1609936880.4997,0.12725033882468123,1.8
0523afec2e244bf88f70cd9d161fee7c,1609935896.6191723,0.11647929490317334,2.0
0572cf5dcdc342ba9d9d41f105a73c18,1609935940.6817696,0.11661909036447463,1.2
0574e5cf962a4cce972f0800aefb246f,1609936843.4455633,0.1271638139410512,4.5
05929544e0fb48739ca80fc3e4ebdf94,1609936729.2814925,0.12698424372164238,12.6
05fcab07b48a46c7ad426dfb7b0a074c,1609935807.4604454,0.11574635059012442,3.4
066c8761c5c64addac0af827436b0378,1609936146.9827776,0.11652483192131931,3.7
06f746cb1418465e9f1b9bd7484a9847,1609935652.2590277,0.11361301028546737,10.4
06fa3ba91556407da52d63f2e3bb9034,1609936788.3668969,0.1274276799592857,7.1
0705dd61224048e4a9deb9dc6c7ee0fb,1609935982.7423077,0.11658250001323045,1.5
0707cffd3faf4a8e979dbcc27110043d,1609936740.298364,0.1273332547138661,7.3
072168da3e744b549563a2df38b98c5d,1609936676.9305677,0.12570943467118809,4.0
0777c714f1484a689a3053ba1849487f,1609936292.7445385,0.11851328171369371,6.4
078b7f06e32d4866a8c51e0fcfae2393,1609936996.6650987,0.12771661180868746,2.8
07a02064c9ea4a0da1977524c4a071b2,1609935747.377941,0.11557489302629606,5.9
07d86d4a049d4ac3bde4eef31f260094,1609936498.6836007,0.12157355736474683,62.7
0824ef06f8e14109a53817f06bc723f7,1609935719.3448565,0.11523990858811331,7.1
082f82cf86594d049396f40976b25b9c,1609935848.5492475,0.11641016294655411,7.0
0881f35053934441901092379ca08d90,1609936866.478319,0.1271595983929178,3.8
08bffce1cd8c490b80dd7cfef6caa857,1609936360.8446934,0.1187435446575987,4.2
09049690d4614ceabbcaf5a0e060d6a9,1609935873.583664,0.1165135348588755,4.0
092d564de5184fd4a0ad85ff84003a7b,1609936593.8072894,0.12557713014793678,7.3
0958f77dd6ac42a994adb65f63876619,1609936679.9340887,0.1258589501553437,11.1
09b070135ed84e5890909b506f43b042,1609936175.0233748,0.1168664581223885,11.6
09cdb37000fc44c4a86525a4d879e0aa,1609936417.9308674,0.11921864299776908,4.6
0a2a9a453bae41cb9a62eed871315cb9,1609936991.6582856,0.12769366891542908,2.2
0a2e9eb4dd954ebbb0822ddc378889e0,1609935790.4376583,0.11572334704149724,3.9
0a5648cc0f1a4c60ad2ed04a6438ec73,1609936287.7374787,0.11843429325964029,8.0
0ac4d0ca6f324e4188fa8c8aeb697177,1609936358.8410742,0.11873684223934344,4.1
0adc3adcbc624ffe88503d77673ecbdb,1609936568.7756906,0.1252681365352959,14.0
0ae185304eb2446ab16c3fdb324b782e,1609936698.557783,0.12698821664830048,10.3
0ae52e25b88a4e548ceaa87c61062fa3,1609937030.7131333,0.12770455655413332,2.2
0af582236fc64057aba4f76ac4d949e1,1609936388.8847852,0.11868828761659839,3.8
0b21708978c340129845d6d600a30f0d,1609936449.9716601,0.11916259743697404,8.2
0b74b722ea9a402192a7ad3fa2426a84,1609935708.3324578,0.11477148233851377,21.4
0badf4c801c94757811bbb0baf276099,1609936987.6510794,0.12767923293764855,2.7
0bbb6a4791974534a135c250fe3a9273,1609935850.551744,0.11627029166604179,8.4
0bd406df745144fbb2b327d20d18b2b0,1609935669.2821765,0.1137665290239655,6.8
0c559e51f0c6419ab60f905bee31f350,1609936892.5173864,0.12716025043813267,1.9
0c66d493ff2d4af9afea30258a661ee3,1609936872.4873667,0.12719565800968474,3.5
0c8d4ce140314279905129d49396c51e,1609935795.444201,0.11562041488059983,4.3
