action,cold,warm,create,rent,queue
k-means,16,8513,16,0,8513
matmul,3,21,3,0,21
linpack,3,357,3,0,357
map_reduce,6,283,6,0,283
markdown2html,19,799,19,0,799
video,0,51,0,46,5
disk,0,5,0,4,1
float_operation,0,1,0,1,0
network,0,1,0,1,0
couchdb_test,2,0,2,0,0
image,10,6,10,3,3
