action,cold,warm,create,rent,queue
k-means,4,356,4,0,356
map_reduce,10,1430,10,0,1430
matmul,4,20,4,0,20
markdown2html,9,135,9,0,135
image,2,286,2,1,285
float_operation,11,35,11,12,23
network,29,2692,29,22,2670
video,1,0,1,0,0
disk,0,3,0,2,1
linpack,1,0,1,0,0
couchdb_test,11,1,11,0,1
