action,cold,warm,create,rent,queue
k-means,26,16774,26,0,16774
matmul,4,285,4,0,285
map_reduce,2,142,2,0,142
disk,5,47,5,0,47
image,24,0,24,0,0
network,12,0,12,0,0
linpack,5,0,5,0,0
video,12,706,12,0,706
float_operation,1,0,1,0,0
couchdb_test,1,0,1,0,0
markdown2html,2,0,2,0,0
