HashFunction,Average,Count
f157dec30598a5c13ae979eced074bf967e8b550ce1ae595556bffe309332955,230.0,319
e84f7204899a89a0957e3bb5e64b45de6fff5f7ae132fce2638299dc6d255efe,156.0,319
806ddc6e7b9e5bd66aeb795c41d42f4964f90be698dd41e7a48ddd724c6d4a91,1782.0,319
fe9f4ab26411cf8d4b1747e396c12eff8ed0481c8bee87e568fc44ef1bb3b3dc,115.0,318
bc1691412417f64c8403c6000d0009c908f56b4fc709ff5bcde5f146e3ef1b7f,228.0,318
0dce3739d79b5bb3596be7db798a220d9f1e850d41afcd91e391478245b5d894,303.0,318
90d5ba58beb6bb22445504168f5d2b65122545832f3686e15727aeb0da6508e5,1312.0,317
6ad43b65d21ae14c260e6f2b85cd734fb2c8cf9ec68297304246f5ce5f22f36f,100.0,317
19e01c3737222f4b97cedef2b82af28b82942dc8694cbe99d7f7a86978e4f407,1171.0,317
232d207de0c7e429e4d56a3d7e4c7c1d6fb92756e02ec8421a63c0f452d86db1,358.0,316
e34f26cc6016520c0747ba16605fa6424f99b42c60541b3b1b4f2d801563e755,1544.0,316
7ee58ae04fd9e3993f1ffec8beafa56967f869a993a841cdb0bca4a9296a599c,356.0,316
184f9479f4b3cd786d378028b8cf56f1e48b8f198362664341c9261c3398f2eb,561.0,315
da211cb2bf60f992fe0ea171d9d42987db41aa7546ab6393ae8b87e74851411c,1482.0,315
51d8d0c16beb6d805917fd25a28d3a73c91711db9d09e6be3a28105be357212f,1089.0,315
f93d2ed15de415afa8e04672c21c76b4f572944efdff31ad024a71dae0c782da,101.0,314
30e8f09e2017ca9c7407d6980404ec9d8a7dfa1ed795316889d6b0c08620b40b,172.0,314
909a007df9a4da546871d95d6f75c2cb0ed6b48df417af9bab5c119cbb80f0de,203.0,314
1c31976aae60bd27a5493f73cb9a9c666f87c261c6ca940705c035efb008649a,608.0,314
3539c67327907a8057e0bd117f8c2e6620dee2d234beae74ef730220c537f30a,1812.0,312
0f1f34ac70356ead00e4082fda2bf31ebc2249fe6c272dc2df1a67f3e4b7796b,466.0,312
ce6fc99111add45012704961046c7a5199575d7ae66504709b909db3cb66f3b7,283.0,312
d2b734983941124c14a5c401b24f31ae7d8ffe9f40677a443ac04ccee3ed786b,433.0,311
b63bf032d12d1850bf542ea2b87694e779ffd1abc4782b6ce66da0d69dfa3967,540.0,311
02388c18eee5ec9f56586d2ced7a4622bebf0bdd034ce594708fa584a2e1d096,4882.0,310
7e6282c28a6cdfdc257aedb835d64818d77cea0dc1bba9d1013e6f3abed5f777,1168.0,310
d8cc058885c8e6482d955a827df3875b0b7e9eeaab23fb362d671120a303ea6b,2016.0,310
14b18bcdb13c07ce32a7b5e7f81a97f1e7ddfcdcab6c76cad7bcb33250df9328,1973.0,310
541ea0a02b4f12afe7cbf69955d4c5a4afaeb38dd5fce43ec09b6d2734b72880,2131.0,310
b93f866096cb5ed7ca770ead1b7bd5bb00bd01257725b0d3288e48ad3ddcf38d,2119.0,310
6f4c26e32008cc65a1ee54395dd06792fd9ee814db0ea8d23e94d75c4de7e762,916.0,310
d371efe8d5d8db18af4b7acd611c20cef4507a9d1c0f687116f23182e87feba5,173.0,310
cf0e331a8bce3410c8ed0fec300801dbf982c7ac57873b788b48cc37e6a17878,856.0,310
475b942da1e2ba7bba54d22f8beca5900910215e1ee123a2a1345a2719855c61,766.0,310
f4dc17a8d97ca988204a6f7dbfa807d78c318ff92ea6edb3e1144fc97a9b7131,1184.0,310
9e200ded95048c934d4d524943f194d6f1beeaf5f4db731b08fe1d774088fd4a,188.0,310
2859d5075cdb142ed31d66d34d5a9282b150f7030544bd7e6c84a213f49a861e,114.0,310
17c4354a559ac6d2d2d82cfdbb2279c3ca888760311d314141545f368297b3bb,1298.0,310
d2da8a68ed5ce8c4e021e5dacd41da7e56901febce65c130e0d9ad30d5dc9a79,1344.0,310
f0690be7fbe20d3c98c7c9aececdde36b3a33ce395c17343af6c5e8b32d17fa0,955.0,310
a438a4b950f98cc67e5707dcb1d10f6561debd54cd6cbf416945cb1ad58a90da,105.0,310
02713dc6800d1ef7b2515faf0cfa9b7110c47959f6e0eb6beccf55950c65585b,2976.0,309
94133c597a3309d9338a8e04d328c9230b7d2933a85dc1c100364b362d593921,3175.0,309
bce7f103da9d2bac5522d75818b23f32bbc36caec064a3a15b4a81b6dae99908,1337.0,309
749ac7b9af4ba051ca6079dc04a70335e972f1c10dcb8cc025612ccbddc292a9,825.0,309
c83df9850aba3a32120ef8a242dad8682d45d92364a71a5f0bf9d9fd85c60b41,639.0,309
4c91da2e6d7672fe9dc1775913ac3eb628e136ba98161a0e3c899b99fe5bbf16,545.0,309
7c438112dfc3913898fe066fb7e787367282a42d1d1011ade386716ffe8836ab,3893.0,309
9a67f3580fd24b90daab9756b6a88a7ac567d2f0106e1939783cd35d12372bb7,751.0,309
052517aa20c0d61178916165d25ea92f1bff7d5ff9224812674ab01c7daa097f,498.0,309
692aaf4ae56bdd913d9f69b4cf8dcfeaf80e591e626866773b759a9f3e780c80,1976.0,309
4ba195cd9867a9c8e9b0f5e5e777816c434ab6c5ed35191c5090140ed50c0037,331.0,309
3833d6a9efa9ecbdb693fd376b3f9fd71db4937d1c00e89a5cdbc03d050c9fd1,223.0,309
dcf179a3cb9f0e2872db306c12b1359c896d333028a99ac7bd21503b3ca405db,212.0,309
8f7396579ceba8d289a2fcf72eb8cb1d79ab6707495326f91d2925036e885087,1540.0,309
9389fef8da5362010abb34a05fe660cb8e8c9132904091f29c1c92ff57e34a66,511.0,309
75faa8c1d0c4464a9c53e3cc319696ada125ea8a138c94c2ffcc0b8af9e04bce,201.0,309
f4efc55bdcd1ad912e914ed104b73f825954c26bccc3ae3cfdebae604af1b0fe,859.0,309
4c9426a52d2eb9431e6f012a246db96e024812a0e5e7158d55d5af34c71e7215,599.0,309
743fc3fa2ca30f43d25268c44150d7057beba4bffdd0564534bf980829203b01,1226.0,309
fc3165cd9addbcab5151fcfcbf813357bbd84fc2c8d0d2bcbbeff793fd72be05,111.0,309
ca313334bc323c363c2e627c358e5940b0cefe5401007cb669e99fe08cae373f,179.0,309
91b5a738e84b77e3382cbdfbd0f1fb0c1e0239c6c50595853d76a56bbf2f636b,683.0,309
c35b9536857ee5f18462ea6a263684a035f878dfe80317a38b0e33500b6d06de,884.0,308
419795474e3dde797f304a5a9b04989021ebb657bc40616f3d15a11f21fd7148,786.0,308
fc3e10467d5185fed11ba4b943bd29a2ff6b79e9bad60c9b827e28cf5f0a8005,108.0,308
2724b85eb4a88cd001e9e78e4dbb7ca2cbb5968303f28dce3f89ce58bef18176,1917.0,308
364a680b4a3c3b81358ca5f1a13fb4d78e86d908c1b7e189e02396480a2eb4ff,3685.0,308
06575fcc9c36f4706a8ef7db4e1ee8beefde66c2aa820777238ba6b1a7f922df,638.0,308
47aa970e4dfeaccb6fe59d5a0029dd43719c07d6684eafdd229af430002376c2,2847.0,308
cb0fe75899b457f425077522e735ffab9b2d3bee104bdaffbca9d2b5a279a6c4,259.0,308
5b08138cc8b1120d87845d71c1755e69f083ba5475d766ee8791a92f717c6377,239.0,308
d33d7d2a1d7a9261d7d12b6d336e2fa9890659fc7d574a7d3d568d3dccab6922,107.0,308
24e99dd9597bfce44019bb84835c161d4463869e2e7467fc24202c68e3ebdae6,766.0,308
cf10a5db92b1d2fb15836e3940c497b6b3528cc0d7867710419160be0a3d5a70,3396.0,308
a649aa13b9c3b12038eddbe42ea0a2d6d0f427d4bcbc4df2198bdea135b7edfb,841.0,308
f9607a38cdb99eda3e99c215e92e9a70f45ed821e89f8e4151a3b0ee2dba6330,768.0,308
dcc194cabcdcab78061a887c20975dff5a01e18c5d16e0dc4e89e832fd61111b,239.0,308
d753c9b375007466f1d4cafceea14f74e3a07c02395089f47023b8fe02d732d0,265.0,307
a48c2183cc88b1d245bb9db3be6e4de8fc50d7baa0292ea6a20ab117f0387ada,167.0,307
982e6baed200065373f9e709f77df94e99014e0e2a3255370521e8bedbdf45bb,332.0,307
394a24ba0e730661191b4e78ae5eaf323cbe851a8c6238459b8c618358305671,248.0,307
110815610333f30a029b1552fc8a69b7000be110f55afd5c18421241ebc7cb6e,526.0,307
8e30b47434974d1bc1664ec06a2eac76f0f4bae440f2052b0f3fbd4a4cb50a8c,113.0,307
5610c7357df87c70f334d9d57bd0948484f6d9068060644ffd7e470d66fae95c,274.0,306
5e1899d38e9ccd6da177a4657cf393108d25f476078e19717784fa6613e30d69,571.0,306
66efd087402c8b1af6db6dfe569ffe5caf2237b99f68f21c3bfafd86d3130834,503.0,306
5dcc7c43c2b8ed5a0ca2e490dd85027d12fac8a833c6dc707a9bd480a01fd7a2,144.0,305
775a98d71db0196c6dc95ee94877bfb9564949d1e0b83d18dc6e57bed40a9a84,226.0,305
7afd6cc8a1ed6549dc48486219fb357db72e654ecbd0f1b1d8ad04a0addd76c7,733.0,305
8add436031206b95af2ce2027729fa3ae506a44c52aa6b7e80f3fd5f31907769,547.0,305
03967be3a0ee8dc9275b9ea3c82c2796704a8dd90c48051c1d6a614518b6a14e,201.0,305
d871c6bfeb741c56c6581d8b6bf74491786603ecf196c8e3ba7bb2aea67509c4,666.0,305
5b5ddfda2690fb0733ec21ca5b9c83907a1ead24f23d6748da2e9328506a0341,1075.0,304
64973c5e4c9451ba6793ece6b08658196ee26e6281a6ebf90fe9e909e6f6b27c,117.0,304
7a0907dba080e538e4ec290104dc74deeac0edbb25c06ea539ba2b0a0c2a20e3,816.0,304
65226ecb808bf7a8487acff9d42f6fc357084de37cdcefe63fceebe815309cf6,220.0,304
e58d5d93761b51f0917ad92f86aa0a78c79515d0a1550ee41ebb5781d5bf43d7,314.0,303
246344ff21b7e4f36b47bd250c3ec9024ef2be0b4a2a5a9902cb5413abdc81b7,283.0,303
239abd89d306e5faccfe93833d96c0d592727402db63c8dfbf24646ee7d8ff0a,129.0,303
1d163b9b5dc8fb75b7cd78cd13ea2b3aaf8aeb09e324d35eddc70c803b43ae72,1005.0,302
6a39a122758597385faa90ea04ccc21652947a30c3f9f53d64199fa4b04ab1bf,337.0,302
ea12ab4487645f78ff8b9dc661c7a77e590264cb72f10797a7e7dfa8e94fa863,201.0,302
1c0362bff8abac13aa9f24decfcb66b3724cb3b3d5013f548e8d7e8a3f6336bc,2260.0,302
36dfa508ab2284850bea2934171d4ae7d39719222090bae4d4d2329f78c79f88,432.0,301
5fb93005f7edf4ebe50b211e4c7e23984e7e9201b09dc443d1c39cd03973697e,4951.0,301
a870ceb8ab9fb216bb49f0ef26c8ec4305812f870fdb5dc491748585fd634226,211.0,301
be999696d60ce14e598eb608f8ff9cb219f126467985ad8e750deaa1740d1e2f,176.0,301
3c4d5e3c2a99539814f350de6e229c841d70c8f9de0dead5352d633e745d7849,442.0,301
d179394c928d9efc83f3d96f6773c39f81b69bcaa0c0401063ecc30ea4bb377c,143.0,300
d84197677141785c76653d5f4dee027470ee0dee72cec710944b2f3bebc451c0,141.0,300
d04767faa6052a9c53a454ad19b7d1bfa1734a2799e41fc6cd86e580d01e8ce4,139.0,300
1b5779b54f0985f517052741cb877dfe713e951980821d3af45b42bfb52cb596,636.0,300
b1789c73b662d713dd7310f390f1a08eb93a4c7edb38c11a8d19c0c15838445b,407.0,300
0a76459007680da6b79ba0ac804ed69e604f02dea04fc49d36d47f237cc81b54,4124.0,300
b45c88e6125f80d92ef63465cfeedbf9606e676de380f26ca353ed43fd5159ed,551.0,300
4ac0656292f3bff22f7500762ed4c98c1b453138b9fefbdaefc73fde06869974,160.0,300
2ebe2e551269dd58c8dbe4fe37d4127c57370476678ed1fd051bd71d1dddce9b,3046.0,299
86872673e2ad3ebb9d6dbed7d1c7260111e7e88f220f63e5d7af7a589d83734a,4314.0,299
fa3e3e9eade70c2c12c0d1736d2ba1eb0eb2cfd4a1bc6ab732b2dcecef40c104,759.0,299
da30de0f53b7491ba792336aa5250da0441ff1defd5838e0a99c0e65bb62a70a,449.0,298
5ef9d1b4207cc648b24a8476a14f18f2b81be92a550e4f69dbe8deacf4a2a925,370.0,298
f1521864dfe54bb02b0a9a3c05acf0b9f76f4f5fbcaa79b9abf0d67930e60e64,562.0,298
b0184cca524f5f74300fcaa1044325408bf8ea363b17cc038d74a01145c49238,419.0,298
a3997429fb900da5e870a09a8b5c86f398f52de0c6f2ad14956ec90ce65a66db,287.0,298
1f1118273594800db717b7e5be9905d1e2bf3db71bd365f5037c60bb55d20cd3,2022.0,297
aede1ceee06df75025b550bc85db9ca7362bf98e0e2bbcc61f92a699dee2ee5a,268.0,297
6745e3621d6fa712ffc9aa3106d6c3f85c826735323c2da5ff69106fa308acb7,288.0,297
e9308fcafafcd521140d10174038ede149c119f2a05976f50bd2a6b4cbb8fefa,742.0,296
08b3130c2bb323d59a6dd49df1ad4f5d40e890303bff715772bfa8c699f098fd,135.0,296
da1b419a52eef165b87cc865efabb1d303561b713ce0e6abd16e5871f1328952,191.0,296
b6e690b00acd02666924b544ac0f33149842f6ce521a912205a076b7340a7632,262.0,296
391d1409e2815486db1829faa7488d907634da5599e30bb87697163eb55a17bc,1631.0,296
03efa1d45d0ba912530abd0b0b1a00b60ba6f5b701932d2c5772aab764d497cf,4957.0,295
24bc36bc314795de3fb051426182c2628d09a482190f63e3e547b948f26ab9bc,784.0,295
bffe2323bb2f8491bcf0035853de00f296c589cfabbee912c0483af30dc49861,1010.0,295
6ae34218fc561f1fe016a0ee77238b9300e97faf06c04c43b85886e02e9d7278,2567.0,295
fac75689598f4a70c04eb92e12930a95f109d88ca612cae6afb5fea9969af425,189.0,294
4b0abe0e7c7b600efdfe920f6f2750604b666d08852ba0a263b681f074ead046,4465.0,294
834dee2b4ff029098fd2685021d065eff2f4784900dfd3e6d8912ec848a8802a,1051.0,294
1c9565a6d815f1fa7d39ffc96dad46c898bc0ac93e087e93e8470c88351a899f,2338.0,294
8c20a14d19c5109ba4666cc3b0f3f1834f93ebe01e2ecffb7b883b958614f695,2610.0,294
9570ded80dcd4f0721cb9a258b8367a7ef8fde24b0a822b202f7bf082b8fdc4c,2086.0,294
001f97df126bdb18db59ded95ab2829327aca0c8bc362b1efe1e9213a3f4e04a,475.0,294
422ed8aef60ef1da922a0ab1f324427ae378d127f91899e33a3e607b95da0b02,139.0,293
c9020131973bb007c4e7771d674de6d12cb61d7493df779f89022704ef4de350,2333.0,293
c9101e408d94c097b3477dc3cce50a79759151ff463e2e18e125d9d313e7964d,337.0,293
8bbcb835e9c3aba135da3a3f2786456d51fa976b06e5a09357cfe6f227f29c63,478.0,293
3faa8cc4c86c5a2abec6529f7c86e1c399621fc27bc35b3cd2368caafbab02b7,184.0,292
75c46df5f9adcf18046b171232bec11cb39b7557b2fd0b5deaecbe0036b16b62,2858.0,292
0b9918cb77c9851cbfa169d3b7adf66d40e16dc4ecad1cee4d6c175916bf8c42,627.0,292
ebfe2cef373487317202354f7e5865160daaf39c53c279d6b2a7863a81c12928,3711.0,292
ffe6d3cf93f0dac2c62f287e0560b99b75cfe2424855e8abfae5c6ebdfcf89f7,1169.0,292
1ce82d3f7d45979b21753b1f810699401a45a32e47642edcc96154d9ac405c89,184.0,292
a46b44ed31a0da7533bc2fa2a698fe8bf482b08c50c3368406a91a59fa3386ac,102.0,291
8575336f08ff2cc07096120ca8450f6e90f052e8c4f97075df8b9db0a9ff1313,745.0,291
50ffa899c2a80f566b021a065905d9facdde7561587b2f6a18495cc7e8f84451,637.0,291
765b4622cc891bcfebce4dac79b4e3be78f4d2f5b4c4814bd2da0f340ce5d6b6,1002.0,291
1d56e8ac6fe41ce71dbce565f2cc21323e1d1847d979334c60662b7ce40e9f65,4095.0,291
dcd9b4c00a24d5fd61b4702891d7701a6fe4992ab3d19a6eb695b2fd63eb3359,852.0,291
669c87d4a3c479fdff147cb14a964c1d7724139ba03c38898ce1fdae45119e6e,808.0,291
dd3197f76f11ce7478237a0ccb73ffb48d46c752aa2164027ed7350930e31e5e,162.0,291
69afc67aa0c3433f50da62dde0f6b2a850f4ce2d86a86105cd7d75b31c710846,114.0,291
aead5e683f94e1cd12d591646c1949f83cf704cd3f9fcbbd29b53c98a304f15d,2044.0,291
0ddad15532efc406bfd71da5d9c6b0e39e9159cbf9097b3047ce70a98583593d,3538.0,291
9cfbc77f8131488e0261499dde8c0bb67a6c8460b28230918bd06ba63695afdc,127.0,290
ed705cb1d88deb1573dd5213114eb2f3fb3942406f9b3505696c2714f5bedf7e,111.0,290
b80ddf06edeed685ba931cb80a7b14f122df44c15afc8b29e51af4c5f5d8958f,101.0,290
b338e07d4eab93581f4812e60b0d69338bb9c21e65a1d889fc62efe977d48339,321.0,290
1b2ab1606e109327efa81da380abcfd395262d2dae1fe4da78f7d2497b454a4f,410.0,290
e3952555e42089fee4002cdebff32aa88816b92adb0cb654f120e684976b998d,227.0,290
9a1a221cbd515f969a281ef000efb8f67bfa78f81cc399ecc65da02fe5f258cd,859.0,290
f1be269ad1bb7c4de21ee30eaf4dc0372d3721c148acc1d6c69ef585f8278a34,3650.0,290
c3686a720fbd90e9aeaa5558f41bc9281212caf1441360b467e369e7d1233b68,1189.0,290
0260f6e0dd3594583052c5dc360b394d569fb675b1267fa8213e0fbcc401261b,109.0,290
43bf294782b0b7aaa72788234888ce5417ffa87da9c1813cca1c8240fd655f4b,959.0,290
7997f320c95fad27628b90bb5b42450442dface8ade783e1ddfee039d36c3793,548.0,290
3087576c57aaf083cab78f15461f8efce6607c2facd3e54f425072a3b2506708,134.0,289
66a76328f26d2f61aaca3612f4710241b6a056716023439e22047743a68b3642,1358.0,289
bc77ed841ce89b7a27c7fdecd5f1400e20eeecb9d47c8de0d293487ca6ef31b5,827.0,289
880ec673c84799e003b7781b255cbe606f53224c38df48a0e0ae27d72c4e4d98,995.0,289
59c0892fd7dc4594462ac6db04b3bdc3836137c48a58319bba4fa1fe3312e4e1,189.0,289
83938b32460436a908b1374624384978fd5db825d9196a41912ab07347f4d50e,121.0,289
086ca468892ac0980ae0880bc4a5edf92ff9b8efc38815fa458692c037a049d9,652.0,289
a63bb08375f2f0a646150cf2fba3bf5fc6b87c65be07434005fd017a2bd60452,597.0,289
47a30bb479e5252dba99f137936f62e4baf5d1ccee40b5d355b254492f28db5e,159.0,289
b4ee3e591f961c3557e7b4b7c3e4cb2bb64cf2b1817257c958b301b44b2613cd,493.0,289
0e109dd164d55337355275e025f3f2a27a098af66b1706104187d6005d012d0b,469.0,289
629099fffb147a3acff7e1f2f14b0ff3858ee40dae3445662597630db67ce318,394.0,289
ab2c7265bd6b3ed8fb42220bdb1eb6f9ac9641136b331cc6378c54107bbcc49c,2962.0,289
d708eac431b91c52a8dd17c4e54f9b0acc446d4b61d5e2a40f046370f41c47c0,259.0,289
c4e3add19fed8b16e7b8be6e4d45d13ed19879152eb9ab795dbc605dc62de664,2873.0,289
d5b98a9c59c54a23a2a8f0410ec1dea40d3afaf0fdb1d0f4e3dbd6851242f838,1564.0,289
9e58e32f083cef59e36f521f575c9f2ff7abec026d21721b1dd8b805ba6fb741,1574.0,289
7c6fb7e214d747de3736e837f4f75d8ca02e538be2be6343e926c1700b55f063,1508.0,289
2fbdee5e6943bcc6fd34495c0245ecb71e3b9f243624c55abdc7984694aa28ca,1759.0,289
cf8e811e31deef96a95e0e28d740f5d8a21cadad28be6420efb5288697bbe0c8,214.0,289
9391703dd67cbd8f4892976a2601a480255fb1db9fe410ebc38b004a09eb8ae0,292.0,289
61a02c8e2790b1a6990e29f9c00badc364e8e46b838546ee7cdc58f320b93a1b,122.0,289
cef360bc6f747ec3441fb443ee544e3ffbd0645bebc37e5a722796a26e3e9817,3131.0,289
426df9e0f120001138fd9a4648d63eeb910f6f3ae3050cfb64604c6222549f20,468.0,289
aa7be178f1f20683538a23e031a399c970121d36edd1fd411674d40b8f6cbfe5,3884.0,289
d08aff81b44815b729882c1bac7bb5afc1ec49c79dfe0a7a79c377976a019294,180.0,289
750feed1849e206f42fb427f47fa0a5e63d139ec7f9819bdbfebc14c83ed0cf9,1141.0,289
4489ea2715199de8c8cb11110f5e6fdb13afd02f1b297700b495a688d383ff7d,204.0,289
d4a23d9ee319e1a33d3e74ed026016a061fac7470711e981e8b3670ce63e5ba7,261.0,289
4c8e78e260c752e5e6d9c24fa4cf25b4786e7de2e5c013d8e2a5da9c9ae60db5,501.0,289
b6b92a7942c6ceed94db4646f9ac4c80790ac8b4a45e7fe3c5f129258f587bb6,246.0,289
23230e986b925b1f217442ac12a05fce6949d7188e6514eee2d1ddf82ec46f74,785.0,289
899dbdc1558169294120bd3906797cb1df329a4b626d59a8e4224709e18ec6bb,928.0,289
e41a339edcddf89470810a83c5e727160c9bc52bac21643866350fc695a664f3,1839.0,289
fc26de8a0661c3802a6d07243e220acbe196fef5d50eab59cb9c889f38c4a992,1244.0,289
66b9b952932c81fe5e4e305768d3ed78f938c3aa264fe4dd2dccde639cbf23b5,1536.0,289
0559277282f72eef479f72ccf0458e6e3fb6263db40596a535daf5c4d3536f67,303.0,289
2e5fa49ab1cf14ac561c95ca1664f73805ec2886de833c038c081a7649979444,134.0,289
98f1914b5c53fd6299f54c555811f4f259dbae2cd939288965cbb9ea8c003d2e,564.0,289
7fdd1df92e1c9c1dd1530bb47443d0b4d5a6f2532e565e79d73011b935ea4003,1292.0,289
2abf93d1ef06efe9a83f0b2e6a93090ee047b5d80a7f44a5b3318722a610e671,2302.0,289
c4286edd1a45e60158f9f52b148f4eaa597e8b2362b127078972e208c85980fa,574.0,289
032975abe21a819200bafedea77f3b950a382f69978b7df9fd00b1c8d915b28b,649.0,289
8880bf601f2c8e3112c1c57cf4265020a14c1bc7ff3b029cde4724d7a1efa068,893.0,289
3b082a7ec3ed841c09dc7fbad12ec7cdc93d1695e8c03b22b1870b94c15d8e31,747.0,289
9d872d5656d5eb0ffa80aa84a2dac81cd004b60a770dc047597e7986e9108478,660.0,289
0676c1bc5354a3fa73fac2a9186d23b1af9698be3e50f6c9b8aafa00a9de3282,738.0,289
fd923b98aeb4a39a195baec8f1839a2784802d7f1de4d68ae946cd1f392dcb84,302.0,289
b480692f61d5dabe7c1d4aadf51fefd8e5134e19172e296e4b12e26a02d00460,577.0,289
8f27131c076c719da611181a32dec6cf891f6069741698cc81b801ae8e421cec,219.0,289
75a1f9c988a37c9579fd3168edc4aa1c850dfe5fa5a178cd3495f2e9685b763c,236.0,289
4a373eeb7eb2db2f9c3709bf3e7a9eb4d784a78a9f46cb90b8f12db7785a4104,189.0,289
20125e11cf840f4e4fd2d8e74b7d3a2acd584ae87b5968d1127d64d1d5ab5299,822.0,289
7795e58ac7fa6beac01ea81c35128278d1e628c59a841bc9d02aab34698f2b32,247.0,289
7ecf2d31a6d43b288563a49ba0f0ed5f6ba7044726d2a1d385c29ffa96ec3a95,623.0,289
f3c2dc994b906e661d4872dd1e779f70b331fb1a39aa7a57a54cacdafccd9ed2,721.0,289
6035c7f9003419f1591e67d53a7897ffd905b51ad87574af84670fe2c1b19dfb,670.0,289
b06cc8da48d6d36d387342d818088e43dd701d0d92cee96042289eb4ab70f8e8,186.0,289
03b225a868a96c519519a5e20a372feacb22b8c2387659f54a760375c5a62c8d,622.0,289
bfa1e252b2a6bc94ea1d015d00cdbce69d75045133fc415df63f222c741f2384,339.0,289
58f3a40336bb7507fce0f01035b7abf1b5aef36adc7065e903d611696e213d53,103.0,289
7fcd7ca00023bf8adcb7b379f89995d9d5b5766a0a3191a731ce337e97c8cfcb,501.0,289
ec0a89a23d8d036ada45be66a08d1dabecfb11947118a69160ccbd40f8c6d0cb,1405.0,289
b7cd7369647e59472725675e5c452a73f049df723e676ab99d567efa952aa25a,335.0,289
464266a35e0cee9a2ba7696082d00421ea12408c4c4c60b843dd9f10714d7e34,1371.0,289
a1b2e771fa1cc6162173f4a1d915397a74516cbeaec3f43def984f9f7fa9c796,1290.0,289
0def32a2c226bbbcac16d21815227c5d4c15fccc275e50be943d8f9c4719b54c,729.0,289
6a8864939013edb31a9cbdb375f521296dce73d952a0ac8468708f345c0466da,3211.0,289
8b31978c02611bb4557aefd5819ea2767549ac090559e36d421dfa8328660ce3,1408.0,289
0c05ec9c6ca8f7beb5867eae11024a443879581c7e557310a66bfb54688fe837,828.0,289
6c0bfcc31087c68b039981f024c9724dd85431e017fd62765e5d803ca9160ff3,685.0,289
6b5152432390d0e596853d428b3b57ce49dc80bd6920cb876d69ba2a0cea09c6,1384.0,289
74b68de9292f68bea3380892a9c2c4292efcea4709a765b6e04dd70e033a9507,809.0,289
349d1b92b473f184fab07a7ed13ac943304ca32b94a53c12a9c3cda0e78b1558,770.0,289
ff8ac0f9611aaef9713b0326ab2560928c1b8b3882e9068a09c47b712d651abb,856.0,289
2f896c62224f28a57026c0d07cca92d5b4902451b79d4253085febfeb54f8bd8,1507.0,289
50624c737dd95927327c6c9ce96bffd20ca813e0e765adead3ab3803f19a26cb,494.0,289
5d3dea5fc4f6bae219083667ed8f0b14a376d57cc8f06484d8bbae6127f922ca,1484.0,289
ef06373577d991b203d27de3c5ee1b16c6d63ef09e4b691dfc341b6aa7f27fd5,2522.0,289
1d0f29875a454b763fcde12412c9d6137049360035757344302fe1c282cad700,2597.0,289
d25a53acbda62d0c97d5bd2028f2c176684d5d1e9c31fae462c869cf409f0505,1479.0,289
c0ce34363c758c92746ef56fc580f1ad4797529a9812f6922136eddf31ffc413,760.0,289
fe404d551e0592aecd8e99a17cc5aa6e43c7d7506784483174e9e021cebe63b4,474.0,289
5086a564b24f9cb827807260747a73948486606688a4a78c0ef462702e8892f3,276.0,289
636945cd2db76eadf53117a875febaca7f64f1c40e3d43b549ac29f607a6fffe,1651.0,289
9f65d6373d692f325d3f0c3cf3b881c6119e0d415e6cc1b263f5672f03c2f8a4,783.0,289
f7f4a35241405dad78138b56f99ec1d3190ca3c962ba71a1b58dfda1f3fffa13,946.0,289
3144402bebbee1f4fb64375ce71371783fe872ee704b6d63a554620d6ecade2f,152.0,289
7e24ec4afb7979bf1f6db8463174b51edd38abdbef97e4afe73fc6b9712f4f24,1150.0,289
8eefc6eba47460e15a5b050570085d360761554d0e899574fc9c318455639b75,502.0,289
29dc3c0acbaa9bd9625e76aa57b0581dff65ac0e49aeb1ccf53bf90cd8f2a106,362.0,289
4b136ee76fce9ff9b835e424221371eb4e375e129b6bb51344892f6956f2effb,1585.0,289
7350ab096e497af1f9e14636cdfd69b2faf14c84de17e671f24787e78cb4528d,285.0,289
e2248ad5429ca2b4f9d4fbe7b1562c3085dc499198d7b592664ada4ed581ffb6,240.0,289
f4be264ed0c588f9b49f40efb6d2e5f7fcac4d5085ba4976ac0e9e3dab368eac,108.0,289
4a64330a8bfac075d5a0bb56d147301e88039541760801e2c6ead8d1d23f052e,226.0,289
34b4f4196cd27d1dbbff483840edac6b11fa1d2f3e93a1c068a45398e8a93ef9,810.0,289
ac3bca680e4c4e31a66f91eb4dd3f007e0ca44fc24bf8a4d57c5577b633ddd33,193.0,289
fbac69247a93ad5bddff774492ec9157ae980c65f4f0a1d445998543d2d11e73,511.0,289
90b429327d028d1c8620c3d26bba3ca801ef9b7ce812ee3b877f060dbe95d138,252.0,289
181aa3965a9ac29848421e3e35d5d6c4d12d9d21b0d61cc0b9802148902c09e6,356.0,289
26cfb43b867b50778d0af38590582f3422431fd751fe30ade5a5151bf3c1f0a9,101.0,289
707cbb0ef3ce0cf693d2c94efb7b6892b30b84acd0a9a89148dd101b7481b07c,371.0,289
eddbd0829f43c648578013a29e67efefa1e7d3d349a2fb9c54f45cf0e5142525,207.0,289
71186964b7623eb6539d8c09437b4651f44d4470326e5dd375b270aff508116b,254.0,289
1b17ffa613dda1ae3edb40d6b0934be74705b1883c0cfb97d8a30dd785dbfa9b,630.0,289
