HashFunction,Average,Count
07a796000f0498db3b0897c80590328253926ce6f856b34f6f3d02bee3e72aa0,1213.0,114
79fe47b070e4c307f901b30b1b55fae70326436354487491f9c685aaf0b84b35,4197.0,114
8579aa5476bac275a1894b08c83a1d6ed23d9577b8fc664741e5dacf3f5d33f5,1198.0,114
3e19d4eb2aee8eba13d2708c5245b892819c11e8d61a0d532be01c68cfd89580,897.0,114
414e6bbf76bbdf08f31d95a3e7f316908a8cf0ce488993f92dc132a764164b5c,243.0,114
4fad36709f6f601eba6ba12be8949c061ed8de598e1da88e9e91e81068c392ed,644.0,114
aa44823ae778c240fd8702eff6fe4dc8d2fb6ca84060e5d676385745c15fd034,2714.0,114
5cc28d274f193f9daad6119c3b6dea49343f27b9ba2b46e418f4c4a850ecb3b7,1028.0,114
7a380f1bd74fa65d84d9cc622a2b6f30ba205756b1123faf36b28bcfa6dee369,114.0,114
1567fc34a79b0082dd8d95d9751d8318ec2c6b4823520805101bcfa2c2d5fe0e,4521.0,114
8d0c43581e0cba1c7e92512a9703484b9806a63f499410368f3729863f8130cd,2090.0,113
a2d9a231e89eb52310c053abbb4092edbe0bc73a87e7cc908716418a1bb2e404,551.0,113
8099c7a82ade5733ce00876fc4fc9801f486bd2e6645d7ee2e32f19521f6e4d5,1804.0,113
b322ffe9cb68654aceebd0630c78ea4c55863a138051e948ae012fa50ed0888f,845.0,113
1bad339c32442440d351a5f46f754b2583ee78f11c0279f2a3c88624936dee1a,1025.0,113
d4c2c230a6eafd9cf1986789b2b2da0b3246d506c778cb3d14a6d2daba566c88,111.0,113
367d04a5b79d0358c9786406a77dd656652301c53217709fcb5c5ea9b1ffce4b,3069.0,113
47807d3d63aa0c4f21c3227ee9ff843341456a991c7e9806c78ab23db26a2840,169.0,113
7b2c60d8b7b0cade66fe32e97fa9ed27e1227d92bdb666bede9c0eddbc17cb61,485.0,113
9f78653083de1cd927a401d387fd28be9c6b27bf54888e6d4fb71e651e0e5e1d,854.0,113
2f8f74e856e360af3c9698adefc8c02b3380689c9ba61773189f235d10105ff0,3341.0,113
89bea49fe6506f9340f6b03cdfb4e6b29f462986ce39a58b01669027098e9ac2,126.0,113
50c71ab940fed633a7f7ad95d28e8a3653a1cf660378fd0684b02b20fbb44e94,1795.0,112
8736415aad3372478cbc06f4cf3b6047db049816a0bd5076fb31b67f3ca19165,452.0,112
6bdb7312e9ed4eacc3f2b97a71c651d20cde89e02d6f9d9b5a4c6bf28701e2bf,141.0,112
224b71a13870bdf15fd49a2a3715cb8f29ff378b55fcf9686039e849beeee289,691.0,112
b49bf971d51836ff9e0d00cd3ed58b35bc4dcfb94f1aa90d8f558632ffc45286,531.0,112
ba77c129b20dc5329a1d2b5e072615f39272d8fdc23f4a659daeb17bf5bfd88e,966.0,112
869212862f94a5dc60d36f63862b4549200b74e44ce0722e1760443d8fac7712,994.0,112
06851506134526eb8bfd428d694669dd330aa1bebb10987619e31f7e5f47f930,571.0,112
b685005f3f6e8baaa2916ebf616b7a95dd0dba5d4e1796deb21ac9af7b775b65,4546.0,112
f875232b4c18d5eb810130beb3e5bcaf4ce83408607af5ed70ce51041da98860,2300.0,111
4570dd6d0fd93dfbd61186f0e2804acb5aacdf35cc4721a889fab5bcde43da25,738.0,111
854b5ed1e7057f11d72fbab5b3c3bfbe761e47b8e65cc81ba67b25d041a10ca7,171.0,111
974bbb2510a7c9cabe127c667db7c729edd3b2ee638eace884d100c7dcd7b7f9,724.0,111
9ec6762c413f2cde39bc5bed8ce4366a2ec1c220fec8d5b29df6e0b1717861b4,1165.0,111
526ddb1bfc58903a7e05bf52ec2ed2bc3803e4db7a56f3011a7cfe8c6779619b,320.0,111
8d65a48d8356edf7fcabe1d0ab88b3a623910eeff0fcc28fc645225522b5647f,114.0,111
20afe706ed0a9a5a57ed9b2bb56108513ab4661f6ad466be777bf1bf99590a5c,146.0,110
42af3a348e965a6089924bd4c90f7098d8ea814825ec289017cb18e8ed1cdcb9,1982.0,110
ba4e7d28c96d14fdca688dfcdbf5e16001a39dc1de75449dec3f3197937c8988,1681.0,110
e437fc2f4bb66abd8b5dc54b6038129009aa83cc0bcef51404f852de377116c2,1763.0,110
006105524fc2e168f407235ab3b174482803c097ffafbf3bf5990ba9e85be3d4,2135.0,110
0d6df2925a0f41ea4fb3b607f0c7f41405a3835eb0481520ee3dc54d1d2854ed,686.0,110
905d840fb3e6865093b7eceeab5f29daa508c0d0e2011cb2d5ad62bb571a45ae,167.0,110
b34b02e7efa40b1126b6ad00b280cc6399537a9397f1bcdd77b76e09848f398f,190.0,110
cce11ebc9ecfb7172add899799b9f31de32d20002b49e2303adb0df97ff13255,2303.0,110
a0cb317d138924ce4511c06d42c6d5dac0ab1c3556bdf0e56592968f458fbc93,641.0,110
13e32e662792bd54571f0e94a1fb97f41b01c5ca6fed5881988b6e72ca5902de,142.0,110
f2b2916d7142c7f85ce927a3c6083476f0cf54a6831611c2a5d0d4924f15da2e,1336.0,110
91fc7effd3449cd95743c476416d2a2ee3769ef4ac28114c269e38bd1ad07fdc,791.0,110
3f15ef898d235555bfe67324a9d01d72e0b9aa5814f6ac2ea7f7e18d3b670636,1586.0,110
17280d07877770cf6426aa1a53cb199e3cd69cb67eeb58f1f4a98a276955c620,114.0,109
6020631a52d7f23a9027df3925c22b5737081b5cabf5f6a5e8809c6fe27984f4,1359.0,109
4e774cb9c3375432aea6af28c4573cbcf236fa7e479d3767673c700a9c8e7dc6,553.0,109
b6cd248418cce18c1eaf4d65ca2be6efa871dac64cea4ec4b8ccfb513834c327,262.0,109
290d74518c9b07cec6fee0677a9d4c1a1625c20cf810d9a41d3c9050ad5fe2af,244.0,109
cdf5fe872d685bfba1999fa561b397923f5b470cbba570db95f0d96322c18818,537.0,109
05ed7b22cc10bae32413735af07f3d3b93764e678ba59033df6e1b93750c7d3a,222.0,109
2e79fd8beee0639e66b6cb87c3f602e51f24c2c1cee4b2b8110134f1b9eed105,968.0,108
8527b00f93695b436034cab97f5e60447d9692afd638d0ef25d342fa60b09c4f,148.0,108
cb93003de58b30b5b47c09009d898019d3d6efe3f907c70ce9411686a6d1ca93,130.0,108
13dd555cfbcf63ccb2da74617ff9c24017306d484b7d020a91133297074046f2,535.0,108
8b988c99a2c975ece811b44927cef990a51e6d2a2db5030990a78caad2639e3d,260.0,108
6f003339e550151de080053d3920c5c9e7b99527d9be089224fb481f7b3df1e5,266.0,108
145e6cbcf63468cddce8a7bb0b61b47f9730f4ff045328ae00ee7cc3ab6fa02e,4069.0,108
42099f66ca357325231ecc1bc8f15c8b31b6f98d10ae47fc703689eb3ba7a3ba,1159.0,108
3d3b58a7f1a948d0e79258be5d2237c97eac54167d23337ceea6a666cbcc52f6,1302.0,108
74bac0712c430d4e28e08bc0ebb53637c1bc410c36ab3a6f2b941985eb4d02c1,180.0,108
2d7ddd0fc61e06e3348c84a95c546ddaa82e4b3d25eaf0bec7f0cb5e7de32177,642.0,108
6fd8cadbb8bfc3beb99d41a15ea88d67a1b621e556e2d16347242d51594526a0,755.0,107
249ef383d3033b853090ecc477843ba1b38870c09fd238d5940fee41266906b7,854.0,107
5cae70f74bde569de6820cec8d0c710256b94cda283614debe13d2684cf7a25b,125.0,107
bd0f41f8fa96eebd77787374708a8e50e2daaf15cf809fb67d41590c249463ca,789.0,107
8799285a3aeb69858581642b7ac701874505b551f25f93767406605aca19a899,255.0,107
69e5a21236e670346aa333d69ba948fbf5e8df4f5efdb967992942f28f4df40d,4032.0,107
4e231f713aaa89de3bc9dca63fbaea3673df77c1f2b501ca1510c70a52f4289b,291.0,107
974251a18deca2bfa3544093b4cd51c53e35ad661b2d0eb3257926b795d12e5b,218.0,107
bec565d9349d7537af7147e721c695fc15affd2b511dc0710b726003c773d189,623.0,107
2852652fff8c4509327bb91e286e5081367e07beddfb05a681f5275c2dfcb862,570.0,107
72c391699792d31023bb1e2dfb6152ba46ef612659a9262a36f67d2442f92817,740.0,107
0c9a17f154b28cfc5469fb9477ec75b7b9e87e78b467f8f698ed3d0ee2c10ec2,2940.0,107
977dd14fd7d258a6796bf80df9cfaf4dee08b9e24a45f9b92bf8aa457abad206,1035.0,107
0e1969fe00b5cc87a1bcd3bf05e30d6afc2cb30fb02b53b8fbd40f701eeb8636,601.0,107
021cbeed8c9e15c72bea2170959a5b1426a8951cc4492a2ac915e267df59b93f,128.0,107
61e0a2b18f99920bbe262ea7c4ce119eada3fce64ac1f1a3d194ab2a44f06a11,1083.0,106
a5022439e3752b35d2a664b91a354c0ed2fe64576b34d5973eddcb1335e59fd0,198.0,106
9b9c7d7824718a9f2fecc704f5cc297b8e47b2ad27ebd645d9bd10d535fda3a6,599.0,106
8e1546e8406cc5461493a431260ec85ccbe54f1687650f9f96d3b7f17b904b9d,122.0,106
84948d58b110d598764c47a707489ee04a345e521d8a893e75994d79ee2a56f6,3872.0,106
b83b13401dbdb7fab94006a83de96cf00a24f5631ecb5485bbffa8581974abf5,258.0,106
7517493134a2d575f07248e379284c160f2c35d03fb20698db4d272812f205f9,1136.0,106
4c7ff0a8ae700532fd15d0ca00484213083e2067285dced7e4475cbb4e3b2c86,1625.0,106
f368d67df2b09ee7bf37e6b9f65fbb2f1b942eaa647e09d5dbe9eb72cf2e0f24,518.0,106
50082572c8f1bd6cb3c5b8c45d3b5ce3a82dead4a81aaf972d10ee1d048825dc,749.0,106
3f79948bc2a848f70bb924e67e15b2abb36622817eeba232713739ba6ede4394,793.0,106
89d960fb6b48192861c8f24a7a97c2963166a70bf27068dc69f6b559dc8978e1,935.0,106
c3b9c5814cf5ff990ee4fa15d71108447accbda699fd3fcf3e552bfdf1241347,1646.0,106
55d7b9d992fcbc08a60a22e8c2aafbca375d58a3c2c505b2eca5322a2e08a326,1001.0,106
91685f55564489bba9792c6f1709427f45994d1a25780bd1678c38475588f698,126.0,105
71eda660b2da0f177d30b237e552f97a2ad1bfacc9e94e04c8927233387c900e,912.0,105
c236b7a4191da7820c522160ce61fd72c62860d8912eb538abda480e3a73c77f,1614.0,105
e8af4cfb6f05ee8e2e66830a91894f11949179d772bd13d30ac5e377a7e8a872,773.0,105
20f57a1b1ae3c70c457fd0ecda6759956121677fb28339dfa2e94ea5511d3b86,642.0,105
02cf685171403e49e21abbfbb1fc90ac0a2f203e11fb9c6a2818f0ecc715bf49,144.0,105
6295802e0d261732acceeb0e2c25b63e2acd13e7bae55be34390b0e26ab3b50e,910.0,105
ae641fd81624aa1cd75cc2ec43a76b4c335308afb07f1d103aaab64f040396e7,986.0,104
fe26f0e97245d9e9437b9997809cc1e5be79f06a8d0e1f2d6bdc7518b90e8312,148.0,104
ddfc29de7d5e195e6340475a440c2996a2f3f02f29c852eaf48735369966c46a,155.0,104
49bd760a6037c223b25af031ca234a3805c88ff6d624ecb98bf23c2e87191948,161.0,104
5e06a60e56cfab60d01f5dc638a9e22cd56f86c5c92dd8590eaacdc176e5cce7,101.0,104
27b5c0b8f6e3c96cc0df53b0a1412a2f74fe3f1e00d74aad80e6eb9a93377c2c,222.0,104
62b7625da3ce5535682aeda5b27a916af65fcb4fe94b802eefaa727eca0d8b8e,1038.0,104
3ba62297303ca16a77afe82ccb35e3905c3026d378bd6f56e2540ed3aa0306a9,116.0,104
484719d9c75c15a2bbfc82e379bc32de0f29b0831f0507cb9661a441cbe23a5b,212.0,104
4912cae85fbc6fbb13c4ee9afc3ab622c2a128e67cce9635578d1aec92c77997,318.0,104
68de816d39c0ccd5bb92e11d66ca544721e7ab8f5cb880ad761b387caf1ebb3a,2463.0,104
5b01040e72c54bd18103f5e653e9f9c44b4dcb97194334e200a48751f32fbed0,178.0,104
1fac19943975f5155b8793c042998ff98fe1f0781f6c82e84075c518a3b320e4,317.0,104
e0de215ed22c3ea5d5af399bb2fb0e9c13b98c4395e918114f327219aa4b8e34,199.0,104
9be656bcfcfa5dd2c31c4545b65d2c3a8b2be8c5d03dd0b8a5c003f26737382e,1141.0,104
94ffce9b5c53dde308db295a66538947e6d409e8270f964dc5ed0230b682bd99,2526.0,103
9d83a9d4d1760c141797da537048b7d85f9631f689d019eb9c6b12ed7c16f968,245.0,103
2cb4d1fb594825b192f0c415e1b7d4841c278ba4ba234aa4e5030166e0257f5a,161.0,103
00c6986046378cb57de282b8eff0339e9b162a6119de6d1612d6dcee495f3b9d,172.0,103
886153a371d8624a212fa8e01f7215db12e241d32dea2e26501f964c5578f04a,4625.0,103
c098eda032f0e5e02619ce25581d0a69cc9e6605aa9d1d99063e5949f4bb5c11,483.0,103
b9d70c56ae969d083551b40e5daad5d0d01bb0ea68f4e87973a941c284170dab,750.0,103
1cb0d314ff59229f14ea6e55fa5bc1dc4a82d3622f0916298545f353352abf61,260.0,103
76abc9ba7236caa506c296cceab65cce1f875c3410937f895c0aad1043507daa,907.0,103
a6d4c7161bc6ca736293ab088304c23ab2c109647397e86fad971403699028de,157.0,103
5be92c90dde44208aad3d9d8038b2e269155503ba4813bc5c9e8e37e27e088af,226.0,102
201de112bb62d6d9972923cf5c80126f2dcdbc649e13bdb32464ba3566b7aa0d,335.0,102
3109a13dbcea41c4b998c1c95a0b9a8c0a66a47a13012fa80642990f3d89cc22,2962.0,102
09917555b337c319bc410adf49a27c9d0ba3d34af8d6aea62e0918d4c4935f9a,115.0,102
d95b788f04faa3e92b6111e63d483489e0178ffa7b4e72da452f0bc358ce9ff1,1969.0,102
ccb3ce05906bbe6fdc2995acb83a9cb8d1da51d30aecb69d33a137ad094abbb1,171.0,102
d6567b194762898fc3bd1b9f54aa6ed52e0fa9e2dee6c28f06c7ec9a681474d4,132.0,102
9935abedc51ef5e3c964cded2155069bdb1eef641f9ad8bb6b3f6d8db80223c4,1542.0,102
146848bd922aef1a5d5a93de4adcff9072f73344c66aff01832546c90c82111e,725.0,102
6cf5dbc0de68d182a0cfb325efaa166b80299e7d73602c82a4959128ff0de68f,239.0,102
d57584110e4a16f33fa1d0e9a0d9dd5ed06427fab1cf91c35baaab9b4814f89a,147.0,102
1c2879c3865e972a48077cb45737bd207123daa4bf1c6b8c95bf143f9661c4c4,424.0,101
da9e1a94211bfd8a23e641467480668c32e4386c7cd113f4bcb077240f1d2d0b,235.0,101
3e97539b8396013e2a638f1ff9ad10213fd7d069a3738f6fa8793c78386dc34b,1637.0,101
a6eda4fb1e01d64051f2a9d33f6d3bc4f74c636b240da4ca1c9ed02703686e71,1862.0,101
343dfaf953adde88bc64596a395cab09835ffd8e3815425b3417289c601ba4c3,505.0,101
3dc6d3a9b3b2facd8b7b3c9e530d293d05b9d090b56cede3e68b1ab5255de9b3,228.0,101
d93bd5ad764215402e915937992b525e70d81ec955130e66847a20d7017604bd,617.0,101
31e894d2f10236354dab1f21b1f56142b0f71c35747d5d174a332faac4cb73f4,1207.0,101
c532a0a29b26a729a7f39ef8a2e877374e1ab05e995f287cd8866921f79bd63b,487.0,101
f166b8a1edb7dcc32c209b2d15372bbff634dd741ab15ab97106acd8c72a12c2,381.0,101
7064fdcf5c74cd6507141dac9fcb81daa8959566816c9b982a5e479e125de17a,3753.0,100
96382dedd44b41a0326bfbad98797b91498e41bf9e57425b84567edf56d62927,4111.0,100
cc7aabb98ecc533ba2aa6d8e7584d9f33bbcaf1c26e655be882177cb830f703c,1108.0,100
d86b78e9e408b523093e5653683b8756352bfd037d0a9e34b1ac4de8c817a140,573.0,100
25cf4ad2675c3c4ff4165e08c8814267ed59616e73b4bde5c7b3ea5cc0e968c0,390.0,100
74a3d20a9460bb45a77e21d9a88e96dfc548e81c26829f0cd2907bee714c2532,464.0,100
07bfb3d3c5f2f6035731a65f061409f4aabfac6fde22d0181b3e76e22da0c456,166.0,100
8e3ac99c7a6afc05f0e8e4fc26deacfb5111319d437c8a2ec5316a97d5bd7873,538.0,100
768b92c51e75fdb3c2b2a42f96bc4d75c3d3ffa52ae8fd56b21fe0a87e34395b,863.0,100
0bf1b0fe37a7808d82b7a8323b0a5091b1eed77f90e471351ba378702c61afc8,885.0,100
748eae943403229a151d4aea68b2fa76bfe797b6d678ae51b0606a0064320366,1065.0,100
e7a5e5134ff8adf78b7f855c943333c40d055b3dd752c5d35a8fde0dddfc68b9,1457.0,99
a9e47c31024f2da3817cc03acf97a97c6b0b0d6f7fe3109e925c9d9e1005cb13,585.0,99
eb97bcda948c3ea0d486edbe66e85037aaf2588132cd66f75fa99409550a0ff0,4952.0,99
5e02a21cdb44de7e40102358f7b5283f53565ba6043640bf3a576523b5695474,614.0,99
d11eca38c2848988a6e70eeb5b5847823af2f54c2b83a1e1113b5e2a94326b0c,870.0,99
fc452a6d14f84d0295fc1b6637df828f5f4f946d3e8110dfaa242b33991956c7,518.0,99
b44913650b7dd66509b1363e62bc6a483e38a4ef7c9ed4517cc6cb016611ed35,3312.0,99
ec30eae061d16fd62eff02b6aec52a7aa33fe9e722d3758204d5a26b0031535a,122.0,99
5c330c76464c2987a2205aab5d34c0c0c8727769f34bccc2c891932017144467,109.0,99
399dc4d7ac78d5ceada9ac90972660007bbd246fad5b9f6945d5287f01a2c080,326.0,99
265a0f78d1282fbc5ee8769caa71a9144558813e4204bd2117c941a2bf0e52cd,3315.0,99
389ea6f4ce19f340c8d0477db65e2fb90f2e2ed222f38a4c6b684ff57e2ce5b3,1062.0,98
1620939c586d916c026c9375eaa96c1cab62ad8c3482189b3cff250285657a54,4481.0,98
aaeaa48e6928cfb5abf2d632612659039081ea1330a4949eb0d808c2a628df68,800.0,98
aa7a0c5d1fa8df5c7061b8c4b79d58bea024c01ce5f2bbc7bf03f5b4f2a77e43,343.0,98
523b355df6abb36cd7477e22bb6a31cde71cc357398eded358bd59a67d558053,362.0,98
49e30a309a1a174133db7685e50832cb9445453a98ee5f6fb40f519f1baf1c3b,2587.0,98
ab5d939baf09c9e03d8f27d359009d34c4f861b96ed489e03f767259dc3a46c9,265.0,98
703fb926b4aacbab3a83acba3e3f11d73d540ee540f4738c239e60075e7411ef,226.0,98
11248ae164ffcfb02b8b37d7314c4f7f69fa92274019ba8d14bd7f797ab70930,2174.0,98
eada3cae9b8a3b4a98e250816c560c6fc10cf0e22cd58b735947622a9acc8dc5,640.0,98
d5cbc734c62463a87dedfaad53bf97b7c78d668bb8df14dec5cbc88933ba8543,302.0,98
716877613528e1962d7b7c4ddf849d7fa7012172131746d383b2a93f162f9145,181.0,98
8566be41cf59f7ba08ef91b6f1151ce02222e92d8efff27af4f6e27545074751,114.0,98
8ea558b54405ed4795bdd98954a3caaa64494e5c1b0c6e3dc68ea1d9fdf067a3,126.0,98
dc56ad49002ad168771edf553759845d97dcf694ff8614d0ea1b6843e82231db,232.0,98
de135539ba9a7f463c1908117443d34fe8985b953879f5ca539610989a6d9a16,118.0,98
6f83f876b3ef67e23e346e1182a12974dc0d2e31db61e4109f78ec9439cb9e7f,962.0,98
55f91e5eda329c525ad20c799b81919a3d5c021333fbb826cb622fc32d3ba84f,599.0,98
3341c5900d0b869a618afcc429218d9761befa74c7392e50e773d1461e5702da,597.0,97
639f438ce5558ac5723bb9e580be5a980159c23b565ab1a1baa8de96d92c58ea,2303.0,97
f5a5304f03a660b9b0d9c72e9e7d4c02e4a3ce67e0db9ccc7c81345e3b5d3981,1258.0,97
3ffc53890d2101b6ea1bad67f5e6d10d692872d1db145cad45b6a4c2f66c4e1b,423.0,97
d9f316f87f6f4f72fdb0a116668d88d869b3128c482ecb3688d0754e448d1f43,301.0,97
f34dd4549d87873044348bea0a83f3848919f2668ca9e4eb745558149026f2e9,876.0,97
17234654af1003e30a2edd28dae4d9d8660123c59b336a12fe6ac0a2db134198,722.0,97
72879cde9657029227c9db9d7df11d399eb3a3529814bb8a3036371ccace37d2,746.0,97
bf541842c90ba2425c87e5113e9b31355afee5b04b80cfae22cbd9ac4df19547,470.0,97
62d24fbc201178d351f58a905ac4f62b9b720016b624dcca3e05b3544a068a91,325.0,97
1e917c8c8d26a2ecdb2313a266c9e98a47a1364c080e29f56785e14d3e5d9313,4438.0,97
805284ee4a48190d100522b056038d116da92cb3902df5dc85cecae670cf8f6f,361.0,97
0e6f8ea5fbdc0d6f5dfe4fa0c5cf38171ca6884b22487bd1f3cde8a98d8578a2,2973.0,97
d61d6c62c7bc046fc1b10cdf367e932d447f783178c90713aea356f530718c55,963.0,97
3c87e7e3dde5b4eb4f089aeb063b83572f690b3674ff6568cdace6a4f89a0dc0,1735.0,97
eaa1c9d445017a7035ddb9b2f5ebedda49330e9b2920c8fec84a38c8d6e18cd4,661.0,97
4343cc7759cc2f8c616ab787ad7d304980a2f8a1e45c12bf9b8efc8fdd0c0795,520.0,97
a8d93bf8aed6b071b1c9b871b212e8b765b2220823029e1f7e877ee10ebb6902,3921.0,97
d980dc71510e55c92c7ab472553977b376b5a7e9e03f2bec31c52b705fef600b,103.0,97
4bece0535ffb4304cb300fa56715b6816d8609a36e910eb09018353e04db17cf,248.0,97
a1570413e8f9bab1cc32e7aec447166622c742590f45b0e3d604b29bd281600c,4625.0,97
a71518efb28240b8e0606b47590a78a9ef155cbc6a159f130d49c946991a4d17,501.0,97
e5fdd7928c78bccd1e82919f82d786a5f0376b5e1efa975611ccccb27bd2e0c8,264.0,96
fd8813166c5b2f92de14b17761f641166457b2b4985691acb410364d75cad626,2561.0,96
711e153b998e03b2f670fe8bbbf0cc61beba430148d413a5ff8b1ca01cd11f18,3738.0,96
1cc1a73f07281d37f1f20f8adfb36b1a3b356f7718bfb0cb7f1c5cccba9e9c69,226.0,96
8f5278952d5e2550cbea3aa85ba09dfd0a1582e13289a602513a7916fdc0b8ab,1297.0,96
8b2d5845d404b56c141fdd53cf070f64f7ddbf0afe7ff854e460294cabf8ccb6,1290.0,96
1281f2202a59519743822ed917650d9fb118dd703411d8bda432ecf25abc5845,3031.0,96
269d1b9900f61deb82717ca5779e789e6a8d43e4680e648c83bd82726a02b8c2,1297.0,96
14be234a531b525cd167a5d2c4e51a8c64f7b61a44e67f084314fb81bf76bc4d,1397.0,96
e8713a80234d92b25a335a383dc737c2fe6cf2ee56e4cf6109be9acdcde6c767,360.0,96
87d6689de4b411fed22eed7e10e1fc4f8830a6ad403d18bf814525ae264b6e4f,3538.0,96
76843852ae7eed8e2b8e0923fc7da9f2387e8eac0be8315dc6a93f6827b4f5b5,1557.0,96
b39cccbb5a8e922d1bdfebee9803ae1609a7bb2956e0b70e6253fde136f65c85,1158.0,96
eced1ea2a040d04b8e53cf3e5563bd9b512e65b26b131d1a1fe83e906f8c0edc,181.0,96
718d291c7d24b17f31cd3ee9f634551d37952d3f9d8660a06a3f57517b9ce07b,2917.0,96
e11cc8349d61df7441332f70e44afdfc2e3a69348e79a09385faf1f08b4b3ec9,1916.0,96
e23ed4dfb92747e1f2d8954c5126a891196e59a43dba0dda574a4cbe6784c33f,159.0,96
748f6c6f1fb70615a15f0430ac174155eb8ce5434a62561fdb4634467e8a204a,855.0,96
b575d9c85046ac5835339e7a82cb2a4b43ac9e5bbb0fca32cd38386bf69b3ba1,302.0,96
d9a6eca0fe937c48c78609922c3968d9925367f0c4bd7fed0b6adb3ecc859923,700.0,96
856a98a4615e42d98e70b06a8c8d38eaa06742e3298b51ec7d0748230bb5654c,468.0,96
1226653fa86ec5aee1de121e7d26bb01f58db1d693a7de7f3c14791ee7ae92d2,205.0,96
c9edc660c8d5218928aac6a7aef10f3c76e6121c931502c361896bf3b4039295,375.0,96
4fa7764884cddb9a8f2651d7952af1a8b870d4a9cf5d922cacbc38938b6e5b11,646.0,96
41abbd3a5efc4f35023f5b87f8e520aa17269504badf97496dac562ad2662d64,1992.0,96
53b58d4181dac0686de6f92b7c1382ca04e26ac22529698095576e5d3aeeabe7,1312.0,96
1d66111e88253d58f0bb0b8f167b5b5599505bf3426abafedf65bf58e69d70d4,4278.0,96
182c44f29d261f67e970881c0a8d950d44011aad156a68f30e6d27f59ec5b119,414.0,96
0d3252272e0f6be3936b0e8320279df0095ff6116d05e2989fd72982e7608550,1814.0,96
c82bdabd30d02d8b1193ab74bff427e5d381bf759969ee946f466207ff0b1d60,139.0,96
670919180cfd9de381df299ae7e8fd237ac53b9b80d57a8585cbb0fe402c28dd,4758.0,96
82984a1e25e35a8c63f97894f8cb8e08576dc21192849465b28adcc861f2f0a3,1429.0,96
158edfd4f166952d77e49868b9923a89d49e2b493a9a0c07b04efea2ba0be711,1105.0,96
a5825998f7347016c34596bd6dedd3eb188b48ecd3a4aa79f23ef2fb88d08c9a,3124.0,96
3a3c2c2d8c14dc9c32f9d5d495e09c1e3782fd7550efb10241f9bd43bbfa8d9b,998.0,96
b1129fba42800b62810497cf991f891cfbd6d3e6d27230bbe2c4b953e180d784,474.0,96
e8180de51776c0f380cef78e40f70d4326b7ced2ac9f31faa00b800653eb8648,386.0,96
f96ee6bc3404ae048a572ff41b66c67d4d3a130a4ba9f4d65355c0181e0289ef,4027.0,96
6d015a97873758e272ee07972d4f1a23a0091619a7430cda3361dcffcc40f88e,275.0,96
0a81a1fd8a6ac2d5ba0c24d0daf71dc166d872732f059a2ede0c7e8e7323e95f,3727.0,96
4ccc609a12e2c962c16f8cd8280b90b8ed7a9c3e3ccfabdbc462d8eaae4b16cc,323.0,96
37ba356ae7764d1eea95280dcf0981ff886f1cd1d9dbd25034741ac5aebf6739,349.0,96
eac9b871f21f9056802d2f7ccb56ad95e2f705c65ba81d18adbc578e8539b1be,941.0,96
afed805de39bcf9fa2aee2f878acea232c0ecd90c0e59857c04a4973f3294624,599.0,96
0c745599f0b925ce75c8842638a5f4679c16bd37f9e491a5bbd518d6b6041742,232.0,96
eda6de00679f6d74085b96b28f77c9a0bb96515df36ea30a8549128f139b717e,641.0,96
239d2f39fc0345e5fa0ca749b16c353e3d0ee2b7574a1a4ff753c58ee415f2e7,1909.0,96
d5391d26bde9dd0d2fd5ee36eebf582c8863c921dbabec39e8e3cf757b893c3b,1339.0,96
cad98a0db734ec197771556aeb332ccd31d08d4b3580d8142fb9c5d39f707114,1386.0,96
42d2964475b95eca2e7cc86d446c7ad96e55d77999ba34709c0af31ae3cd0c3b,1398.0,96
d69fd7c7ceaeba9ff77af199bd63e90faa7de7a65c9b23c636458e06da36edb0,2203.0,96
66e56dff4fd8b0a7a95f4cca39be15960aa6ead4959c55cbb2f0c39539ca5f05,745.0,96
af11d40c586434ded595cd651d126c6c8fce3eba3f35f15e3c9eb192995ddcbd,1043.0,96
675da28219b1dc5702ee815bcad8a50340748f42f8736c39c523d23c0f2edd34,1767.0,96
0cf4cc74be77903ef172b4b46c8c461bc76e0eb150ac7966a594307b5e84cbb6,1544.0,96
a0275e236c9e8b77d9214a5385f3fba0fd4e10e644c0b15d0cff9951af39c0b0,491.0,96
83d740f69c9a08b145eb263c5ee5c3f66a967b84f69517c79c95e392a7604c72,772.0,96
a2249b94412ce457a74235cccfe177e985d9332504052cdf448148e524663dc5,589.0,96
1c99456e7358bba8afc70f67465336a1ccd8dfc12707b4546fcba8fc01163188,720.0,96
2261dc03912bd3e20af7669312b8cb291ff5a91a9b0d882c9c8ce51aa6b29b2e,3845.0,96
c1ae4b4152f1c342d395cbaa53cf82887d168f911681ba522ecd9f3452b50b27,285.0,96
633e92c03c1cfc6751535fe9b16e8d5beb01f1f14d5becc83944dd3d9e4b61a7,1430.0,96
310d5f6b1a28ff87e314867e58b3caa451caf0c5bf30f6f2aef5069c610d0f76,264.0,96
6138a6ff0fa337859b6642630a6ef7ac410890fbca0181d488f2e3950632153b,180.0,96
db7feca0eb4f97c7fb7055875d9f414b3c2afa9e4db0bc797464f1f065ffcef9,868.0,96
405fb58ecb1c98ff7e7e49c4e8a632f0dfbc16a136b2687700c7a957a286fd70,406.0,96
75d8f96ab07f0106fcd72c213b221b5356f953b4f73ee598d7f9030cab7ccb98,671.0,96
