id,host,time,action,qos,qos_target,lender_pool,type
357fbf1ab4cf4f5dbba2941c08cc726a,172.20.185.121,1610273416.2354634,float_operation,0.65,0.2,1,repack
c4b9841d052b4c94bdd34833ad10123d,172.20.185.119,1610273420.695984,map_reduce,0.9509107812500001,0.2,1,repack
483ed31ad2b84a828a78bf11ea9660ba,172.20.185.119,1610273422.731382,map_reduce,0.9680920078125,0.2,2,repack
9e19a165f04245e0b5e3be57ba07f3e5,172.20.185.121,1610273424.2852445,couchdb_test,0.95735931953125,0.2,1,repack
cf59ca3698ba43e5b5ca563fcb52e715,172.20.185.119,1610273424.7412004,map_reduce,0.979259805078125,0.2,3,repack
eb716af2c5ee434dbc98fbe1479de868,172.20.185.121,1610273426.295932,couchdb_test,0.9722835576953125,0.2,2,repack
c9aaa9471c5047798626c5bde793075e,172.20.185.119,1610273426.7625034,map_reduce,0.9865188733007813,0.2,4,repack
5b32ba767f064d6989e66b75d1d33f2b,172.20.185.121,1610273428.2846382,couchdb_test,0.9819843125019532,0.2,3,repack
30da1063a0064f5d9b2998642464d761,172.20.185.119,1610273428.7242754,map_reduce,0.9912372676455078,0.2,5,repack
72cc51d20c2d480489bd6a656c5b5c05,172.20.185.119,1610273430.7997026,map_reduce,0.9943042239695801,0.2,6,repack
bcd8f04f178e4662940346404385dc4b,172.20.185.122,1610273436.3579926,couchdb_test,0.7725,0.2,1,repack
b4c8ffc0eafc4f53939cd3f3ef23a478,172.20.185.122,1610273438.3286567,couchdb_test,0.7725,0.2,2,repack
36af41a8da944b2f841ce2f799fd60b9,172.20.185.119,1610273470.79724,map_reduce,0.9999989676664627,0.2,6,repack
dc17bfb434be42a9876063d82542fbc8,172.20.185.119,1610273471.308412,map_reduce,0.9999989676664627,0.2,7,create
3d943da17e37432d883aeedb8db86161,172.20.185.121,1610273582.6036985,couchdb_test,0.9999999999999999,0.2,1,create
c10ec56a3da94fa7ae70672d1837a0de,172.20.185.120,1610273586.4104264,matmul,0.27462500000000006,0.2783666666666667,1,repack
6655a51f09534300aa99c4f345feac1c,172.20.185.120,1610273588.5182076,matmul,0.27462500000000006,0.2783666666666667,2,repack
0e7d87fbc6164afb9f0a011b6230d3fe,172.20.185.122,1610273590.28067,float_operation,0.65,0.2,1,repack
ad24da6f3cac48ac9c56080ea654f74c,172.20.185.120,1610273590.4915407,matmul,0.27462500000000006,0.2783666666666667,3,repack
e4a88e8c8f844dd8a674fd5235308a55,172.20.185.122,1610273591.1355886,couchdb_test,0.502125,0.2,1,repack
b163f41380214264bda8b7ff72c0a450,172.20.185.119,1610273591.6243863,map_reduce,0.9999999999999999,0.2,2,create
c60d4fe3846d4506b7378ca0bf2d3704,172.20.185.122,1610273592.2682226,float_operation,0.65,0.2,2,repack
ec4fe400e17f41debb940046c956e95b,172.20.185.120,1610273592.4416215,matmul,0.27462500000000006,0.2783666666666667,4,repack
668a84dda2ec4e4e9ce27e300c918a35,172.20.185.122,1610273593.1294386,couchdb_test,0.502125,0.2,2,repack
cc3e183eb3964002bbb6a440e1d06cc7,172.20.185.121,1610273594.3658159,couchdb_test,0.9593898281250001,0.2,2,repack
2328b5ac32684d668b97987737b922a6,172.20.185.120,1610273594.4528491,matmul,0.27462500000000006,0.2783666666666667,5,repack
368a77d7864e4c299b19f5b9fd501c1a,172.20.185.121,1610273596.3765576,couchdb_test,0.97360338828125,0.2,3,repack
37d885bc8c89404698a995dd11129501,172.20.185.120,1610273596.4497812,matmul,0.27462500000000006,0.2783666666666667,6,repack
74cac3779f0e4573b819579bd5222a95,172.20.185.121,1610273598.3720098,couchdb_test,0.9828422023828125,0.2,4,repack
f70364a84d2843f1a658882122e12372,172.20.185.119,1610273598.8232636,map_reduce,0.9599505208333333,0.2,3,repack
c0ba2269d5c14940ac5f209df7d82d21,172.20.185.119,1610273600.7770293,map_reduce,0.9739678385416667,0.2,4,repack
4a76b0d47e0e4b33bcd564f00888060e,172.20.185.119,1610273651.6874583,map_reduce,0.9999994525503968,0.2,4,create
ddb54633ba1545108c584ee2a4d3c0bd,172.20.185.119,1610273711.8240561,map_reduce,0.9999999999986642,0.2,3,create
2e2316943f2e47df82d13deea4946204,172.20.185.119,1610273771.9846008,map_reduce,0.9999999999999999,0.2,3,create
d6a8e34ea6654895b1639cd41afc860a,172.20.185.119,1610273832.1304607,map_reduce,0.9999999999999999,0.2,3,create
533a6f78ee4744589ce582497383ac40,172.20.185.119,1610273892.2741396,map_reduce,0.9999999999999999,0.2,3,create
6f5003ea8b5341a29fef12362f1af11b,172.20.185.120,1610273928.9993532,k-means,0.65,0.2,1,repack
5c7fdf4110cc4699953c6eae1589829f,172.20.185.120,1610273930.8872201,k-means,0.65,0.2,2,repack
cf9863476c194b7e8d4bbb1ccfa9acf8,172.20.185.120,1610273932.9916494,k-means,0.65,0.2,3,repack
d5ef717a873c4670990567e90e6e494c,172.20.185.119,1610273952.4293697,map_reduce,0.9999999999999999,0.2,3,create
bf1ddee51b6b420dbaca5fdc5fd4c371,172.20.185.119,1610273990.547921,video,0.42250000000000004,0.2,1,repack
627f7396f35f44cdb8562e314876c84a,172.20.185.119,1610273992.5139844,video,0.42250000000000004,0.2,2,repack
8ea347f964514810ba7acf18284b80e0,172.20.185.119,1610273994.5541155,video,0.42250000000000004,0.2,3,repack
1bb7100efd9043bca4371fa0bac4cdc0,172.20.185.119,1610274012.5586073,map_reduce,0.9999999999999999,0.2,3,create
7b12ae9f9a3749ecabb830c785e5c725,172.20.185.119,1610274072.718355,map_reduce,0.9999999999999999,0.2,3,create
cc258d9a8b7a4b0b95d6e00c9f14202f,172.20.185.121,1610274110.5355408,image,0.65,0.2,1,repack
