action,cold,warm,create,rent,queue
video,41,28113,41,0,28113
matmul,12,0,12,0,0
k-means,12,1428,12,0,1428
image,3,357,3,0,357
markdown2html,3,285,3,0,285
linpack,5,43,5,0,43
map_reduce,20,6,20,0,6
float_operation,4,0,4,0,0
network,2,0,2,0,0
disk,1,0,1,0,0
couchdb_test,1,0,1,0,0
