action,cold,warm,create,rent,queue
video,11,1429,11,0,1429
k-means,2,0,2,0,0
matmul,11,468,11,2,466
linpack,2,286,2,1,285
disk,1,3,1,3,0
map_reduce,12,5543,12,11,5532
float_operation,1,23,1,0,23
markdown2html,5,61,5,3,58
network,0,1,0,1,0
image,11,11,11,3,8
couchdb_test,0,1,0,1,0
